SA2 code,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
206011106,64629.0,67534.0,70497.0,72784.25,76326.43851467084,77069.35373018078,80820.0852361886,85245.0119873489,90495.60408272834,96766.35153098505
206011107,62166.0,65111.0,70209.0,72733.5,76656.40989937188,77483.30861659175,81662.40130989144,86617.4567220218,92530.13596222147,99635.96270938085
206011108,61246.0,63488.0,66384.0,68575.75,71971.92001225823,72684.79264280264,76284.46035508714,80534.64166905971,85582.49389218025,91617.27277413923
206011109,66374.0,68803.0,72770.0,75384.75,79447.80362915694,80304.21208541367,84632.41268766053,89764.07771877451,95887.25274779201,103245.72233123779
206021110,76516.0,79356.0,84148.0,87181.25,91895.13256219696,92888.88491820406,97911.37880121035,103867.19595017469,110975.06010991368,119518.61518338787
206021111,75052.0,78691.0,82863.0,86024.75,90948.33628059266,91989.41336771898,97254.38436289267,103516.4821504329,111014.95258296432,120061.79819147642
206021112,65088.0,68016.0,71753.0,74453.5,78656.70425801013,79544.80272015982,84035.4318174615,89372.5932060293,95758.23835899222,103455.37315485414
206031113,76378.0,77927.0,80680.0,83012.75,86613.04733321455,87364.33607701681,91153.36349986623,95600.89249947615,100848.49051601246,107076.08803719757
206031114,77349.0,80759.0,82310.0,84343.75,87469.75112190197,88118.12291030254,91384.01221540815,95194.31043309382,99659.6270722593,104918.74668369872
206031115,61354.0,64204.0,67156.0,68861.0,71483.43146554292,72027.89175493813,74770.92786732204,77974.36432904193,81732.63201419235,86164.4699831192
206031116,78083.0,80195.0,81817.0,83533.50000000001,86162.26760483765,86704.56638996923,89433.1262529876,92599.35618744332,96287.47181053991,100601.85650691768
206041117,56237.0,57176.0,59791.0,60361.25,61224.783043748226,61399.960407552295,62278.3533284536,63280.68252161172,64426.45117271666,65738.77952875542
206041118,68978.0,69260.0,71476.0,71102.0,70543.93544686328,70433.19856235466,69880.38329018666,69263.34740535791,68575.31143667462,67808.95999793378
206041119,124057.0,128069.0,132130.0,136472.0,143199.02744267008,144610.75114770923,151738.95687105012,160153.47518153064,170144.75345534738,182086.1679251856
206041120,75526.0,61137.0,63637.0,59719.5,54204.99252989613,53203.93312309253,48291.07406288271,43274.468519609676,38217.06793929014,33192.42161295732
206041121,73885.0,77638.0,81061.0,84039.0,88670.10759798178,89647.37008090252,94587.5361552341,100451.48848133556,107457.41240027011,115888.77838181518
206041122,51261.0,51528.0,52476.0,52299.25,52035.017995726615,51982.43859125175,51719.80721630881,51425.83967640005,51097.00591927756,50729.43344778538
206041123,62117.0,65142.0,66723.0,68239.75,70566.59323574704,71047.8300519438,73470.42337578908,76288.77232001667,79581.04174526424,83444.68380456709
206041124,67230.0,66765.0,72420.0,73682.25,75608.6257262324,76003.97364596288,77991.04936540399,80284.95423945467,82941.50015733892,86029.00445964104
206041125,125363.0,135941.0,134432.0,137315.25,141732.88338969703,142644.83441928824,147233.9283720608,152562.75170254853,158774.65173522473,166047.58556053558
206041126,72915.0,73634.0,75071.0,75339.25,75743.06280013254,75824.25824149925,76230.67064988495,76690.3352422787,77210.57611531306,77799.81737464086
206041127,107800.0,237158.0,112680.0,115120.0,118859.2545260916,119631.3966481461,123517.18748709015,128030.69493719749,133293.93761295537,139458.49943041257
206051128,115981.0,117352.0,120412.0,122680.50000000001,126147.35605566723,126860.32140101225,130445.29597702871,134592.3645602809,139406.13904511047,145015.32372676695
206051129,86143.0,88876.0,92171.0,94627.0,98409.1643250046,99195.83119717333,103160.60799389232,107799.2594116993,113252.39309214934,119697.50225012802
206051130,101555.0,107132.0,107727.0,110353.5,114389.30533779833,115225.98558639821,119439.98557446075,124354.11242810798,130109.96014814476,136885.0055463735
206051131,116157.0,87256.0,70348.0,54793.5,36620.58472700006,34191.45432470238,22851.452271475926,14325.127173720703,8312.017978902597,4386.837767823029
206051132,91651.0,94718.0,94237.0,95394.50000000001,97152.07611792609,97510.06776061367,99306.62171659025,101364.98268096578,103728.63613010962,106449.75204054723
206051133,70774.0,75745.0,77755.0,79688.24999999999,82660.2256153141,83276.78872188271,86382.59899382495,90006.9457453441,94255.41052157545,99260.53414604542
206051134,66865.0,71332.0,73537.0,75709.5,79064.5230921169,79765.2628955531,83300.01479542504,87452.83124995018,92357.66232578144,98185.07313130912
206061135,112884.0,107488.0,111629.0,112115.25,112847.80211879304,112995.26982999782,113733.57192830788,114569.58879693845,115517.02120979295,116591.69680817622
206061136,78362.0,83932.0,88528.0,91546.24999999999,96227.98011469534,97212.21143466591,102183.70221435167,108062.65498821177,115056.99102681108,123434.91461460685
206061137,86909.0,92513.0,94748.0,95399.75,96384.0998606171,96583.00116856289,97579.5600037617,98712.25667828003,100001.33223342753,101470.48041068972
206061138,175696.0,177645.0,188906.0,195093.5,204678.75164301292,206689.9896806472,216844.99516868626,228830.67422512462,243059.85850752788,260063.09232366146
206071139,72002.0,75384.0,78181.0,81256.75,86051.88146696448,87067.50191600715,92205.53805685005,98326.93580639569,105670.69826666264,114549.47663299959
206071140,80741.0,82747.0,88807.0,91005.0,94383.60174310584,95084.40851497522,98614.46014236803,102733.20483001159,107560.31964822135,113245.98637491379
206071141,69726.0,73036.0,77705.0,81095.25,86402.49865798533,87533.41457488347,93262.00653349292,100128.4412678687,108421.91587395493,118524.87657113667
206071142,80755.0,83189.0,86036.0,89393.25,94625.63217541203,95733.36116195568,101336.84389176022,108009.74405651793,116011.08382233906,125679.42087533881
206071143,83788.0,87614.0,93200.0,96903.0,102678.19005901288,103902.0656098343,110094.38345779381,117475.9195042622,126336.92399490738,137057.47049094163
206071144,83132.0,85193.0,87699.0,89879.50000000001,93231.57214021825,93926.98979510057,97430.01379619892,101517.89244734554,106309.7108019759,111954.96123633302
206071145,87736.0,94560.0,99558.0,103590.25,109883.59336109353,111218.72901869092,117975.51983538496,126038.71122012944,135729.77707308388,147470.51108626626
207011146,92036.0,93355.0,96229.0,99342.75,104164.50572559988,105175.66316162153,110280.52844915699,116302.24609494282,123446.58707315991,131977.69982285547
207011147,85026.0,86736.0,88497.0,88798.99999999999,89253.54588291128,89344.92040698543,89802.26075687712,90319.40232255984,90904.53688740061,91567.07791871922
207011148,79274.0,79364.0,82641.0,84384.75,87055.56547559626,87606.63507409363,90379.4246684315,93597.54301137764,97346.83625500253,101733.75231797674
207011149,96292.0,97237.0,101491.0,102560.5,104181.65539432067,104511.01153558707,106162.99831526176,108050.86018284773,110212.47241760176,112692.93584886812
207011150,97748.0,98877.0,102153.0,104600.25,108359.06709512937,109137.84518372752,113059.72107027825,117630.38092884177,122980.24834462452,129272.57708218935
207011151,97905.0,99465.0,104364.0,105720.5,107781.6972267736,108201.97396670724,110311.5516613985,112731.09751495825,115512.79002479065,118719.41360622134
207011152,94680.0,94263.0,96461.0,97505.50000000001,99089.21509858909,99411.10275838054,101025.76925827887,102871.77323380871,104986.47542041776,107414.4205449783
207011153,108682.0,108907.0,112542.0,114801.25,118258.1557426894,118970.35582362364,122552.80206228816,126704.41339827776,131533.19661578798,137172.60912514714
207011154,87263.0,89125.0,92805.0,95079.75,98575.50984018912,99300.36725415055,102951.30487191974,107209.62135570953,112198.37852307934,118071.88843002188
207011155,110484.0,115344.0,112088.0,113728.25,116224.62912259786,116734.86424478314,119297.23971420233,122243.18789270545,125639.22085847966,129565.89612834904
207021156,62169.0,63983.0,65889.0,66997.25,68687.5860723148,69034.18269966372,70775.91044580274,72784.79079219226,75108.92801161783,77807.07256700333
207021157,57534.0,59361.0,59387.0,60347.5,61811.552075791,62111.46617703603,63618.31270732995,65354.6412731309,67361.32404160174,69688.15816202923
207021159,74005.0,75928.0,80019.0,81663.0,84179.66426723653,84698.50867189793,87308.7202764531,90335.70408313589,93859.12421378262,97977.57629691229
207021160,62193.0,62627.0,65252.0,66698.25,68915.70718282582,69373.94298332155,71680.35654243764,74361.33597844775,77490.24569632467,81158.38152337521
207021424,58858.0,59891.0,60508.0,61349.49999999999,62629.30442875321,62890.60488328878,64202.55811284407,65709.29505424321,67444.15505526056,69447.40189670962
207021425,54678.0,55094.0,56765.0,57817.75,59426.16107141285,59756.79204684453,61419.14462750116,63341.31621395216,65571.4349967835,68168.6513120917
207031161,66107.0,68474.0,71176.0,73042.25,75915.02521346732,76512.17769100737,79521.42627794346,83039.97999369976,87173.49751619328,92055.18013396385
207031162,60483.0,61704.0,64623.0,65990.75,68085.79777662364,68518.10987870328,70693.39525975793,73218.28390901633,76160.23506217382,79602.91548746038
207031163,53861.0,53975.0,55498.0,55384.75,55215.22164931619,55181.41976176104,55012.51378889663,54823.07620326517,54610.692796522926,54372.68707873199
207031164,62894.0,64453.0,66473.0,67820.75,69883.36374872128,70308.43243898201,72446.70338702794,74925.41767819352,77809.37970474188,81178.71972643188
207031165,53303.0,53470.0,54445.0,54624.75,54895.265166107994,54949.6361308262,55221.76021277631,55529.41588335287,55877.45680175718,56271.45692238266
207031166,51966.0,53465.0,54272.0,55185.49999999999,56578.8138888377,56864.51229586592,58300.21759460947,59956.16554758505,61872.02161838579,64096.23197342004
207031167,86366.0,87699.0,90542.0,92237.5,94828.37519466106,95361.10534246832,98039.72003136665,101137.80663996813,104733.29217183888,108922.01180470319
208011168,90674.0,92062.0,95080.0,97050.25,100066.866350376,100688.9427389756,103818.66070434371,107449.03469126511,111676.02240275749,116618.4569503205
208011169,128678.0,136482.0,137864.0,140595.25,144773.2889720576,145633.72834456587,149961.49469989896,154974.91507014414,160803.56926801056,167607.42490135206
208011170,95730.0,100390.0,102102.0,105003.24999999999,109478.78445176147,110412.04332051234,115118.11578751059,120638.10664381721,127145.86952866454,134862.0430737591
208011171,72159.0,75767.0,78867.0,81642.5,85952.26375575336,86859.71747424435,91444.88894995216,96875.50537584638,103347.76895888717,111115.52974299119
208011172,95772.0,100880.0,103087.0,106093.75,110735.42231773889,111704.37203318466,116591.51280666886,122330.08880349023,129103.7428731341,137146.05784736839
208011173,96801.0,100966.0,103258.0,106079.5,110427.39521271961,111332.61581236134,115895.8212131232,121239.83911483925,127529.0766976107,134971.50033829137
208021174,72884.0,74073.0,77352.0,79353.5,82433.4338785681,83073.32884408144,86297.63980594595,90065.7773492005,94490.03237488214,99711.81599269701
208021176,65090.0,66873.0,68783.0,70279.25,72572.44732664684,73046.05210244535,75429.5296068785,78198.43572213035,81427.80284138636,85210.8747148007
208021177,93254.0,92598.0,96525.0,98181.75,100709.5295541958,101228.10146744807,103834.312145089,106841.785862683,110323.19136651167,114367.39310684547
208021178,80622.0,82784.0,85610.0,88026.24999999999,91752.91907888971,92529.80726037914,96447.13841549345,101040.71010053591,106454.60803107137,112871.58767457018
208021179,89585.0,90346.0,91653.0,93537.99999999999,96423.65235180515,97018.58732834653,100011.61598721094,103482.65021117871,107523.08885462886,112246.05930120031
208021180,64894.0,66808.0,68106.0,69835.5,72495.62900295129,73047.92038855875,75830.41484525887,79079.95872430554,82892.3540658877,87388.06616906052
208021181,67878.0,69958.0,71876.0,73714.00000000001,76541.5015025878,77128.69310936234,80087.17447869998,83543.13171814705,87598.85823540886,92383.05330370061
208021182,66702.0,68150.0,73355.0,75813.25,79624.19516691091,80424.69756389431,84467.44883074271,89244.16553749471,94921.86582564916,101715.6448857998
208021426,66331.0,68618.0,70864.0,72853.5,75921.53253238597,76560.97945454608,79785.14268181562,83565.07556105238,88018.96461618543,93296.64836242316
208021427,64359.0,67723.0,70944.0,73588.75,77703.76705350347,78572.79207851511,82966.51230537685,88185.85207717787,94426.99565788844,101945.19701223132
208031183,63551.0,64877.0,67290.0,68939.25,71473.75865052386,71999.29630747605,74646.30565734464,77733.67128498724,81350.61247936558,85609.00428919023
208031184,73973.0,88033.0,79890.0,77391.5,73760.95807829515,73068.91243894622,69641.14905688263,65965.8164942944,62049.27998900474,57904.77653996446
208031185,65850.0,68945.0,70124.0,71860.5,74529.7521444156,75083.43240195414,77872.40009559669,81126.53421398171,84940.41692966736,89432.74351579779
208031186,61711.0,65349.0,66780.0,69190.5,72936.76460579515,73726.58523060317,77718.4525643491,82452.45685780505,88102.61529352034,94894.62578328914
208031187,55673.0,58104.0,60259.0,62066.25,64858.42785673094,65441.985800328126,68386.02807212925,71847.07489635945,75937.81330574983,80801.92150112083
208031188,62833.0,64774.0,66835.0,69138.75,72713.4876818845,73465.40073902735,77263.84280424469,81758.03335020444,87108.08698594446,93520.75413537251
208031189,67797.0,71182.0,74348.0,77119.25000000001,81431.06850680249,82341.64787114105,86945.45614432055,92414.31969325479,98953.7812434072,106831.26717913951
