,id,address,suburb,postcode,price,propertyType,bedrooms,bathrooms,parkingSpaces,studies,furnished,latitude,longitude,min_pri_latitude,min_pri_longitude,min_sec_latitude,min_sec_longitude,min_other_latitude,min_other_longitude
4697,434583059,1/627 Mountain Highway,Bayswater,3153,480,House,2,2,1,0,N,-37.841969,145.25822,-37.8433,145.25936,-37.83903,145.262,-37.81563,145.28078
4698,434325479,13 Huxley Ct,Bayswater,3153,525,House,4,2,2,0,N,-37.857614,145.262467,-37.8549,145.26135,-37.87321,145.25904,-37.8779,145.24279
4699,434892575,26 Westham Crescent,Bayswater,3153,400,House,3,1,2,0,N,-37.83938231,145.25926743,-37.8433,145.25936,-37.83903,145.262,-37.81563,145.28078
4700,435077427,6/2 Pine Road,Bayswater,3153,450,Townhouse,3,2,1,0,N,-37.84362496,145.26667984,-37.84898,145.26576,-37.83903,145.262,-37.81563,145.28078
4701,431095654,2/5 Bertram Rd,Bayswater,3153,400,Unit,2,1,2,0,N,-37.84991432,145.27083235,-37.84898,145.26576,-37.83903,145.262,-37.88042,145.28492
4702,435148663,36 Old Forest Road,The Basin,3154,450,House,3,1,0,0,N,-37.861021,145.312675,-37.8539,145.31084,-37.86057,144.99191,-37.88042,145.28492
4703,432751350,104/7 Rosella Avenue,Boronia,3155,390,Apartment,2,1,1,0,N,-37.85882893,145.28731065,-37.8583,145.29327,-37.8583,145.29327,-37.88042,145.28492
4704,434634743,19 Narcissus Avenue,Boronia,3155,470,House,6,1,2,0,N,-37.865427,145.277766,-37.86271,145.27481,-37.8583,145.29327,-37.88042,145.28492
4705,435138591,1/36 Albert Avenue,Boronia,3155,500,Unit,3,1,1,0,N,-37.859381,145.29423,-37.8583,145.29327,-37.8583,145.29327,-37.88042,145.28492
4706,435035819,16 Lyndon Road,Boronia,3155,480,House,4,2,2,0,N,-37.850904,145.299142,-37.84457,145.29648,-37.8583,145.29327,-37.88042,145.28492
4707,431142646,4 Landscape Drive,Boronia,3155,350,House,2,1,2,0,N,-37.84570583,145.28743131,-37.84457,145.29648,-37.8583,145.29327,-37.81563,145.28078
4708,435129879,2/5 Donald Court,Boronia,3155,335,Unit,2,1,1,0,N,-37.865013,145.273513,-37.86271,145.27481,-37.87321,145.25904,-37.88042,145.28492
4709,435027147,1/319 Boronia Rd,Boronia,3155,530,House,4,2,2,0,N,-37.8589284,145.26326174,-37.8549,145.26135,-37.87321,145.25904,-37.8779,145.24279
4710,435126611,3 The Grove,Boronia,3155,580,House,4,2,2,0,N,-37.852803,145.293984,-37.8583,145.29327,-37.8583,145.29327,-37.88042,145.28492
4711,435025619,5/14 Pine Crescent,Boronia,3155,420,Townhouse,2,2,1,0,N,-37.8642506,145.27995546,-37.86271,145.27481,-37.8583,145.29327,-37.88042,145.28492
4712,435025199,1/218 Scoresby Road,Boronia,3155,380,Unit,3,1,1,0,N,-37.864287,145.264634,-37.8696,145.2648,-37.87321,145.25904,-37.8779,145.24279
4713,435111131,7/13 Allandale Road,Boronia,3155,420,House,2,2,1,0,N,-37.86106094,145.28972944,-37.8583,145.29327,-37.8583,145.29327,-37.88042,145.28492
4714,435005827,Rooms/51 Albert Avenue,Boronia,3155,250,Flat,1,1,0,0,N,-37.857005,145.295444,-37.8583,145.29327,-37.8583,145.29327,-37.88042,145.28492
4715,432429354,12 Herbert Street,Boronia,3155,465,House,3,2,2,0,N,-37.8558,145.277024,-37.85856,145.27848,-37.8583,145.29327,-37.88042,145.28492
4716,435101607,2/27 Woodmason Road,Boronia,3155,430,Unit,3,2,1,0,N,-37.85234768,145.28171409,-37.85856,145.27848,-37.8583,145.29327,-37.88042,145.28492
4717,435095803,13 Pinevale Court,Boronia,3155,560,House,4,2,4,0,N,-37.866124,145.295336,-37.8583,145.29327,-37.8583,145.29327,-37.88042,145.28492
4718,435087823,6/189-191 Boronia Road,Boronia,3155,410,Unit,2,1,1,0,N,-37.86160612,145.27878114,-37.85856,145.27848,-37.8583,145.29327,-37.88042,145.28492
4719,435086307,4 Murene Court,Boronia,3155,425,House,3,1,2,0,N,-37.854207,145.271643,-37.84898,145.26576,-37.83903,145.262,-37.88042,145.28492
4720,435086119,4/196 Boronia Road,Boronia,3155,425,Unit,3,2,2,0,N,-37.86196874,145.27752364,-37.86271,145.27481,-37.8583,145.29327,-37.88042,145.28492
4721,432575950,14 Buna Court,Boronia,3155,480,House,3,2,2,0,N,-37.841742,145.290023,-37.84457,145.29648,-37.8583,145.29327,-37.81563,145.28078
4722,425864878,139 Dorset Road,Boronia,3155,425,House,3,1,2,0,N,-37.870152,145.284777,-37.87582,145.27802,-37.8583,145.29327,-37.88042,145.28492
4723,434878955,7/39 Aubrey Grove,Boronia,3155,550,House,3,2,1,0,N,-37.87301313,145.28393718,-37.87582,145.27802,-37.64875,145.08148,-37.88042,145.28492
4724,434967295,101/4 Short Street,Boronia,3155,400,Apartment,2,2,1,0,N,-37.85589893,145.28560177,-37.85856,145.27848,-37.8583,145.29327,-37.88042,145.28492
4725,435054871,2/32 Central Avenue,Boronia,3155,415,Unit,3,1,1,0,N,-37.854223,145.28365,-37.85856,145.27848,-37.8583,145.29327,-37.88042,145.28492
4726,432576334,3/31 Cypress Avenue,Boronia,3155,370,Unit,2,1,1,0,N,-37.86586148,145.28367994,-37.85856,145.27848,-37.8583,145.29327,-37.88042,145.28492
4727,435147967,6/28 Aubrey Grove,Boronia,3155,550,Townhouse,3,2,2,0,N,-37.872224,145.283451,-37.87582,145.27802,-37.64875,145.08148,-37.88042,145.28492
4728,435050295,7 Lowan Court,Ferntree Gully,3156,460,House,3,1,2,0,N,-37.899264,145.264706,-37.90532,145.26328,-37.87321,145.25904,-37.88042,145.28492
4729,432641454,280A Windermere Drive,Ferntree Gully,3156,610,Townhouse,4,2,2,0,N,-37.894739,145.263402,-37.90532,145.26328,-37.87321,145.25904,-37.88042,145.28492
4730,435044063,7  Malua Road,Ferntree Gully,3156,480,House,4,1,2,0,N,-37.870408,145.264701,-37.8696,145.2648,-37.87321,145.25904,-37.88042,145.28492
4731,435138659,14 Olivebank Road,Ferntree Gully,3156,600,House,4,2,5,0,N,-37.874701,145.302028,-37.87479,145.29942,-37.64875,145.08148,-37.88042,145.28492
4732,434931327,4 Shelford Court,Ferntree Gully,3156,520,House,4,2,2,1,N,-37.871022,145.278909,-37.87582,145.27802,-37.64875,145.08148,-37.88042,145.28492
4733,435031023,24 The Avenue,Ferntree Gully,3156,695,House,4,2,2,0,N,-37.884256,145.291598,-37.88738,145.29517,-37.64875,145.08148,-37.88042,145.28492
4734,426656570,2/10 Westley Street,Ferntree Gully,3156,460,House,3,2,1,0,N,-37.88278,145.282159,-37.88729,145.28649,-37.64875,145.08148,-37.88042,145.28492
4735,434725263,3 Elmstead Court,Ferntree Gully,3156,575,House,5,3,2,0,N,-37.876689,145.274491,-37.87582,145.27802,-37.87321,145.25904,-37.88042,145.28492
4736,435120103,164 Forest Road,Ferntree Gully,3156,400,House,3,1,2,0,N,-37.870604,145.297245,-37.87479,145.29942,-37.8583,145.29327,-37.88042,145.28492
4737,434923239,3/7 Oaklands Avenue,Ferntree Gully,3156,560,House,3,2,1,0,N,-37.881846,145.278941,-37.87582,145.27802,-37.64875,145.08148,-37.88042,145.28492
4738,435009591,60 Anthony Drive,Lysterfield,3156,480,House,3,1,2,0,N,-37.91853158,145.2763012,-37.9116,145.27623,-37.91064,145.35889,-37.88042,145.28492
4739,435110047,5/61 Dorset Rd,Ferntree Gully,3156,420,House,2,1,1,0,N,-37.87837425,145.28409916,-37.87582,145.27802,-37.64875,145.08148,-37.88042,145.28492
4740,435109167,43 Gaydon Street,Ferntree Gully,3156,470,House,3,2,2,0,N,-37.889236,145.267898,-37.88569,145.26971,-37.87321,145.25904,-37.88042,145.28492
4741,435104367,42 Clyde Street,Ferntree Gully,3156,450,House,3,1,2,0,N,-37.88436,145.267899,-37.88569,145.26971,-37.87321,145.25904,-37.88042,145.28492
4742,432751502,10 Lightwood Drive,Ferntree Gully,3156,540,House,3,2,0,0,N,-37.876667,145.263202,-37.88349,145.26273,-37.87321,145.25904,-37.8779,145.24279
4743,435095019,3 Lyones Parade,Upper Ferntree Gully,3156,450,House,3,1,1,0,N,-37.891504,145.307988,-37.8956,145.31432,-37.91064,145.35889,-37.88042,145.28492
4744,434992635,1 Farmillo Court,Lysterfield,3156,510,House,4,1,2,0,N,-37.915639,145.279417,-37.9116,145.27623,-37.91064,145.35889,-37.88042,145.28492
4745,435091591,1 Dover Court,Ferntree Gully,3156,520,House,4,2,0,0,N,-37.885147,145.262559,-37.88349,145.26273,-37.87321,145.25904,-37.8779,145.24279
4747,435079875,1 Cinerea Avenue,Ferntree Gully,3156,430,House,3,1,1,0,N,-37.876215,145.261302,-37.88349,145.26273,-37.87321,145.25904,-37.8779,145.24279
4748,435077031,3/106 Burke Road,Ferntree Gully,3156,475,Townhouse,3,2,2,0,N,-37.87264679,145.27602379,-37.87582,145.27802,-37.87321,145.25904,-37.88042,145.28492
4749,435088443,30 Linda Crescent,Ferntree Gully,3156,460,House,3,1,2,0,N,-37.873031,145.264753,-37.8696,145.2648,-37.87321,145.25904,-37.88042,145.28492
4750,433335586,26 Winwood Drive,Ferntree Gully,3156,495,House,3,2,2,0,N,-37.8859243,145.28987759,-37.88729,145.28649,-37.64875,145.08148,-37.88042,145.28492
4751,435128663,14 Olivebank Road,Ferntree Gully,3156,600,House,4,2,5,0,N,-37.874701,145.302028,-37.87479,145.29942,-37.64875,145.08148,-37.88042,145.28492
4752,435121031,2/18 Doysal Avenue,Ferntree Gully,3156,480,House,3,1,2,0,N,-37.87603259,145.29565535,-37.87479,145.29942,-37.64875,145.08148,-37.88042,145.28492
4753,435147267,8A Belmont Avenue,Upwey,3158,470,House,3,1,1,0,N,-37.904123,145.319403,-37.8956,145.31432,-37.90436,145.33548,-37.88042,145.28492
4754,435149687,48 Thompson Road,Upwey,3158,660,House,4,2,2,1,N,-37.909624,145.336192,-37.90287,145.3328,-37.90436,145.33548,-37.88042,145.28492
4755,435118563,39 Belmont Avenue,Upwey,3158,530,House,4,2,2,1,N,-37.904483,145.325036,-37.90287,145.3328,-37.90436,145.33548,-37.88042,145.28492
4758,434946795,9 Mayfield Grove,Caulfield North,3161,200,House,1,2,0,0,N,-37.86972173,145.03159538,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4759,435049323,11/3 Payne Street,Caulfield North,3161,690,Unit,3,1,1,0,N,-37.878405,145.033982,-37.87159,145.03846,-37.87398,145.03417,-37.90206,145.04074
4763,434945203,62/167 Hawthorn Road,Caulfield North,3161,350,Apartment,1,1,0,0,N,-37.8766732,145.02414767,-37.87211,145.02156,-37.87398,145.03417,-37.90206,145.04074
4764,434942923,101/6 Station Street,Caulfield North,3161,475,Apartment,2,1,1,0,N,-37.87673812,145.03623886,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4765,434941531,206/462-464 Dandenong Rd,Caulfield North,3161,720,Townhouse,3,2,2,0,N,-37.863458,145.020238,-37.87211,145.02156,-37.88014,145.2153,-37.83762,144.99768
4766,435044683,12B Hudson Street,Caulfield North,3161,900,House,3,2,3,0,N,-37.8791338,145.03318941,-37.87159,145.03846,-37.87398,145.03417,-37.90206,145.04074
4767,434836663,2E Hudson Street,Caulfield North,3161,530,House,2,1,2,0,N,-37.879499,145.034191,-37.87159,145.03846,-37.87398,145.03417,-37.90206,145.04074
4768,434008339,303/1 Village Mews,Caulfield North,3161,450,Apartment,1,1,1,1,N,-37.87671038,145.03750376,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4769,431358178,215/11 Bond Street,Caulfield North,3161,490,Apartment,2,1,1,0,N,-37.8759465,145.03684769,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4770,434935383,CM07/8 Bond Street,Caulfield North,3161,450,Apartment,1,1,1,0,N,-37.87671038,145.03750376,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4771,430359666,403/11 Bond Street,Caulfield North,3161,490,Apartment,2,1,1,0,N,-37.8759465,145.03684769,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4772,434934347,8/12 Wyuna Street,Caulfield North,3161,470,Townhouse,2,1,0,1,N,-37.87556711,145.03269205,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4773,435037979,5/74 Kooyong Road,Caulfield North,3161,520,Townhouse,2,1,1,0,N,-37.86991221,145.01832406,-37.87211,145.02156,-37.73215,144.87034,-37.83762,144.99768
4774,435035239,1/388 Dandenong Road,Caulfield North,3161,525,Apartment,2,2,1,0,N,-37.86086264,145.0126082,-37.85823,145.0105,-37.88014,145.2153,-37.83762,144.99768
4775,435034971,12/115 Eskdale Road,Caulfield North,3161,375,House,1,1,1,0,N,-37.877285,145.034375,-37.87159,145.03846,-37.87398,145.03417,-37.90206,145.04074
4776,435135003,2/470 Glen Eira Road,Caulfield North,3161,570,Apartment,3,1,2,0,N,-37.88070745,145.02733969,-37.88817,145.02567,-38.0492,145.14876,-37.90206,145.04074
4777,435033551,26/214 Kambrook Road,Caulfield North,3161,520,Unit,2,1,1,0,N,-37.8873222,145.03368838,-37.88817,145.02567,-37.8857,145.03801,-37.90206,145.04074
4778,435132811,5/20 Kooyong Rd,Caulfield North,3161,600,Apartment,3,1,1,0,N,-37.864182,145.019344,-37.87211,145.02156,-37.88014,145.2153,-37.83762,144.99768
4779,435130207,4/129-131 Kambrook Road,Caulfield North,3161,450,Apartment,2,1,1,0,N,-37.880605,145.03456,-37.87159,145.03846,-37.8857,145.03801,-37.90206,145.04074
4780,435029327,2/4 Bella Vista Road,Caulfield North,3161,450,Apartment,2,1,1,0,N,-37.86687922,145.02375084,-37.87211,145.02156,-37.53924,143.83083,-37.87595,145.05995
4781,435129819,2/372 Orrong Road,Caulfield North,3161,550,Apartment,2,1,1,0,N,-37.862305,145.010359,-37.85823,145.0105,-37.88014,145.2153,-37.83762,144.99768
4782,430879314,24 Orrong Crescent,Caulfield North,3161,950,House,4,3,2,1,N,-37.866584,145.016415,-37.87211,145.02156,-37.88014,145.2153,-37.83762,144.99768
4783,435127807,16 Morrice Street,Caulfield North,3161,1250,House,4,3,3,0,N,-37.877009,145.009359,-37.87791,145.01132,-37.73215,144.87034,-37.84977,144.98231
4784,434695279,Unit 4/20 Kooyong Road (Entrance Via Malonga Crt),Caulfield North,3161,550,Apartment,2,1,1,0,N,-37.864182,145.019344,-37.87211,145.02156,-37.88014,145.2153,-37.83762,144.99768
4786,435023883,112/6 Station Street,Caulfield North,3161,600,Apartment,2,1,1,0,N,-37.87673812,145.03623886,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4787,435122831,2/401 Alma Road,Caulfield North,3161,390,Apartment,1,1,1,0,N,-37.86577772,145.02470106,-37.87211,145.02156,-37.53924,143.83083,-37.87595,145.05995
4788,434831507,102/8 Station Street,Caulfield North,3161,470,Apartment,2,1,1,0,N,-37.87678047,145.03661808,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4789,435120611,2/74 Hawthorn Rd,Caulfield North,3161,570,Apartment,2,1,1,0,N,-37.870781,145.024851,-37.87211,145.02156,-37.87398,145.03417,-37.90206,145.04074
4790,435119519,160 Bambra Road,Caulfield North,3161,1200,House,4,2,2,1,N,-37.886095,145.029286,-37.88817,145.02567,-38.0492,145.14876,-37.90206,145.04074
4791,434829131,10/649-657 Inkerman Road,Caulfield North,3161,950,Townhouse,3,2,2,0,N,-37.86968858,145.02120754,-37.87211,145.02156,-37.73215,144.87034,-37.90206,145.04074
4792,430404902,6/3 Carinya Crescent,Caulfield North,3161,430,Apartment,2,1,1,0,N,-37.86542419,145.01731815,-37.87211,145.02156,-37.88014,145.2153,-37.83762,144.99768
4793,435114987,5/12 Wyuna Rd,Caulfield North,3161,440,Townhouse,2,1,1,0,N,-37.87556711,145.03269205,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4794,434923639,4/273 Balaclava Rd,Caulfield North,3161,695,Townhouse,3,2,1,0,N,-37.87358,145.030506,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4795,434500575,5/382 Dandenong Road,Caulfield North,3161,530,Apartment,2,2,1,0,N,-37.860791,145.01205733,-37.85823,145.0105,-37.88014,145.2153,-37.83762,144.99768
4796,434711303,108/6 St Aubins Avenue,Caulfield North,3161,1150,Apartment,3,2,2,1,N,-37.87383407,145.0098071,-37.87791,145.01132,-37.73215,144.87034,-37.84977,144.98231
4797,435017703,307/15 Bond Street,Caulfield North,3161,450,Apartment,2,1,1,0,N,-37.8759465,145.03684769,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4798,435014359,9/3 Wilks Street,Caulfield North,3161,875,Townhouse,3,2,2,0,N,-37.86290872,145.01436293,-37.85823,145.0105,-37.88014,145.2153,-37.83762,144.99768
4799,435013199,6/11 Kooyong Road,Caulfield North,3161,395,Apartment,1,1,1,0,N,-37.864697,145.018875,-37.87211,145.02156,-37.88014,145.2153,-37.83762,144.99768
4800,435012523,3/24 Park Crescent,Caulfield North,3161,300,Apartment,1,1,1,0,N,-37.87263312,145.03477229,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4801,434907735,16/3 Wilks Street,Caulfield North,3161,1100,Townhouse,3,2,2,0,N,-37.86290872,145.01436293,-37.85823,145.0105,-37.88014,145.2153,-37.83762,144.99768
4802,434693699,2/353 Alma Road,Caulfield North,3161,420,Apartment,2,1,1,0,N,-37.86513239,145.01954612,-37.87211,145.02156,-37.88014,145.2153,-37.83762,144.99768
4803,435010103,7/9 HUDSON Street,Caulfield North,3161,300,Apartment,1,1,1,0,N,-37.879691,145.033288,-37.87159,145.03846,-37.87398,145.03417,-37.90206,145.04074
4804,434393355,1/207 Balaclava Road,Caulfield North,3161,995,Apartment,3,2,1,0,N,-37.87275529,145.02377565,-37.87211,145.02156,-37.87398,145.03417,-37.90206,145.04074
4805,434903815,110/6 Station Street,Caulfield North,3161,480,Apartment,1,1,1,0,N,-37.87673812,145.03623886,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4806,435000427,19/401 Alma Road,Caulfield North,3161,420,Apartment,1,1,2,0,N,-37.86577772,145.02470106,-37.87211,145.02156,-37.53924,143.83083,-37.87595,145.05995
4808,435100599,3/694 Inkerman Road,Caulfield North,3161,420,Apartment,2,1,1,0,N,-37.869281,145.024073,-37.87211,145.02156,-37.87398,145.03417,-37.87595,145.05995
4809,434998739,38 Cromwell Street,Caulfield North,3161,670,House,4,1,2,0,N,-37.874588,145.027751,-37.87211,145.02156,-37.87398,145.03417,-37.90206,145.04074
4810,431622610,32A Wanda Road,Caulfield North,3161,895,Townhouse,3,2,2,0,N,-37.86694055,145.02209165,-37.87211,145.02156,-37.53924,143.83083,-37.83762,144.99768
4811,435095795,3/38 Narong Road,Caulfield North,3161,730,Townhouse,3,2,2,0,N,-37.86791,145.020767,-37.87211,145.02156,-37.73215,144.87034,-37.83762,144.99768
4812,427520162,A311/2 Caulfield Boulevard,Caulfield North,3161,450,Apartment,1,1,1,1,N,-37.87589062,145.03722027,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4813,434991487,5/15 Crimea Street,Caulfield North,3161,380,Apartment,2,1,0,0,N,-37.86991926,145.02017956,-37.87211,145.02156,-37.73215,144.87034,-37.90206,145.04074
4814,434991223,3/54 Narong Road,Caulfield North,3161,275,Apartment,1,1,1,0,N,-37.867811,145.019701,-37.87211,145.02156,-37.73215,144.87034,-37.83762,144.99768
4815,434885515,7/15 Narong Road,Caulfield North,3161,425,Apartment,2,1,1,0,N,-37.86859893,145.0236594,-37.87211,145.02156,-37.87398,145.03417,-37.87595,145.05995
4816,434990023,7/44 Orrong Cres,Caulfield North,3161,450,Apartment,2,1,1,0,N,-37.866028,145.014418,-37.85823,145.0105,-37.88014,145.2153,-37.83762,144.99768
4817,434884591,2/55 Wanda Rd,Caulfield North,3161,800,Apartment,3,2,2,0,N,-37.867164,145.019832,-37.87211,145.02156,-37.88014,145.2153,-37.83762,144.99768
4818,434884447,1/55 Wanda Rd,Caulfield North,3161,850,Apartment,3,2,2,0,N,-37.867164,145.019832,-37.87211,145.02156,-37.88014,145.2153,-37.83762,144.99768
4819,435089575,7/56 Kooyong Road,Caulfield North,3161,500,Apartment,2,1,1,0,N,-37.868189,145.0186,-37.87211,145.02156,-37.73215,144.87034,-37.83762,144.99768
4820,435087679,8/370 Orrong Road,Caulfield North,3161,475,Apartment,2,1,1,0,N,-37.8624985,145.0103234,-37.85823,145.0105,-37.88014,145.2153,-37.83762,144.99768
4821,435085515,105/337 Balaclava Road,Caulfield North,3161,600,Apartment,2,2,1,0,N,-37.87418738,145.03572138,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4823,435080887,48 Halstead Street,Caulfield North,3161,750,House,5,3,2,0,N,-37.875365,145.028435,-37.87211,145.02156,-37.87398,145.03417,-37.90206,145.04074
4825,434672583,203/462-464 Dandenong Rd,Caulfield North,3161,650,Apartment,3,2,2,0,N,-37.863458,145.020238,-37.87211,145.02156,-37.88014,145.2153,-37.83762,144.99768
4826,435074059,408B/10 Station St,Caulfield North,3161,560,Apartment,2,1,1,0,N,-37.87614429,145.03849793,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4827,435072407,2/27 Wanda Road,Caulfield North,3161,450,Apartment,2,1,1,0,N,-37.86751332,145.02233566,-37.87211,145.02156,-37.87398,145.03417,-37.87595,145.05995
4828,432171038,3/29 Kambrook Rd,Caulfield North,3161,450,Apartment,1,1,1,0,N,-37.87426833,145.03571697,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4829,431386266,6/9 Hudson Street,Caulfield North,3161,270,Apartment,1,1,1,0,N,-37.879691,145.033288,-37.87159,145.03846,-37.87398,145.03417,-37.90206,145.04074
4830,434750291,102/500 Dandenong Road,Caulfield North,3161,340,Apartment,1,1,1,0,N,-37.86485776,145.02344973,-37.87211,145.02156,-37.53924,143.83083,-37.83762,144.99768
4831,435063879,109/6 Station St,Caulfield North,3161,480,Apartment,1,1,1,0,N,-37.87673812,145.03623886,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4832,435061615,1/12 Hawthorn Road,Caulfield North,3161,380,Duplex/Semi-detached,1,1,1,0,N,-37.867206,145.025526,-37.87211,145.02156,-37.87398,145.03417,-37.87595,145.05995
4833,435058999,1/24 NARONG Road,Caulfield North,3161,595,Apartment,3,1,1,1,N,-37.86813355,145.02239191,-37.87211,145.02156,-37.87398,145.03417,-37.87595,145.05995
4834,435056815,3/101-103 Orrong Crescent,Caulfield North,3161,450,Apartment,2,1,1,0,N,-37.8640483,145.01042601,-37.85823,145.0105,-37.88014,145.2153,-37.83762,144.99768
4835,419017514,11/9 Wyuna Road,Caulfield North,3161,360,Apartment,2,1,1,0,N,-37.875227,145.032175,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4836,427710298,3/50 Kooyong Road,Caulfield North,3161,380,Apartment,2,1,1,0,N,-37.867461,145.018744,-37.87211,145.02156,-37.88014,145.2153,-37.83762,144.99768
4837,435133503,503/8 Station Street,Caulfield North,3161,475,Apartment,2,1,1,0,N,-37.87678047,145.03661808,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4838,435125223,1/13 Crimea Street,Caulfield North,3161,350,Unit,2,1,1,0,N,-37.869876,145.019805,-37.87211,145.02156,-37.73215,144.87034,-37.90206,145.04074
4839,435119639,5/19 Narong,Caulfield North,3161,425,Apartment,2,1,1,0,N,-37.86850641,145.0229798,-37.87211,145.02156,-37.87398,145.03417,-37.87595,145.05995
4840,435060851,5/237 Balaclava Road,Caulfield North,3161,550,Unit,3,2,1,0,N,-37.873081,145.026563,-37.87211,145.02156,-37.87398,145.03417,-37.90206,145.04074
4841,435056435,2/61 Eskdale Road,Caulfield North,3161,275,Unit,1,1,1,0,N,-37.87666834,145.02926473,-37.87211,145.02156,-37.87398,145.03417,-37.90206,145.04074
4842,435037571,2/290 Hawthorn Road,Caulfield North,3161,570,Apartment,2,2,1,0,N,-37.88385614,145.02235128,-37.88805,145.02003,-38.0492,145.14876,-37.90206,145.04074
4843,434979155,2/82 Hawthorn Road,Caulfield North,3161,490,Apartment,2,1,2,0,N,-37.87140176,145.02474404,-37.87211,145.02156,-37.87398,145.03417,-37.90206,145.04074
4844,427796630,1/50 Kooyong Road,Caulfield North,3161,625,Townhouse,3,2,2,0,N,-37.867461,145.018744,-37.87211,145.02156,-37.88014,145.2153,-37.83762,144.99768
4845,434404503,G07/44-54 Kambrook Road,Caulfield North,3161,890,Townhouse,3,2,2,0,N,-37.87514617,145.03637059,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4846,434278695,114/15 Bond Street,Caulfield North,3161,750,Apartment,3,2,1,1,N,-37.8759465,145.03684769,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4847,422713582,9/399 Alma Road,Caulfield North,3161,440,Apartment,2,1,1,0,N,-37.865825,145.024343,-37.87211,145.02156,-37.53924,143.83083,-37.87595,145.05995
4849,434910947,211/58 Kambrook Road,Caulfield North,3161,450,Apartment,2,1,1,0,N,-37.87587449,145.0358345,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4850,420614326,2/3 Wilks St,Caulfield North,3161,900,Townhouse,3,2,2,0,N,-37.862701,145.01406,-37.85823,145.0105,-37.88014,145.2153,-37.83762,144.99768
4851,430969150,107D/56 Kambrook Road,Caulfield North,3161,400,Apartment,2,1,1,0,N,-37.87587449,145.0358345,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4852,428208198,45 Normanby Road,Caulfield North,3161,830,House,5,2,2,0,N,-37.873083,145.036374,-37.87159,145.03846,-37.87398,145.03417,-37.87595,145.05995
4853,434849515,34 Norwood Road,Caulfield North,3161,630,House,3,1,1,0,N,-37.861831,145.01295,-37.85823,145.0105,-37.88014,145.2153,-37.83762,144.99768
4854,435044583,1/94 Eskdale Road,Caulfield North,3161,320,Apartment,1,1,0,0,N,-37.876917,145.033362,-37.87159,145.03846,-37.87398,145.03417,-37.90206,145.04074
4855,413462439,3/175 Balaclava Road,Caulfield North,3161,450,Apartment,2,1,1,0,N,-37.872563,145.021449,-37.87211,145.02156,-37.73215,144.87034,-37.90206,145.04074
4856,435010003,466 Dandenong Road,Caulfield North,3161,855,Apartment,2,1,1,0,Y,-37.86363512,145.0206558,-37.87211,145.02156,-37.88014,145.2153,-37.83762,144.99768
4857,434792035,3/637 Inkerman Road,Caulfield North,3161,660,Apartment,3,1,1,0,N,-37.869024,145.019498,-37.87211,145.02156,-37.73215,144.87034,-37.83762,144.99768
4858,434947691,4/25 Eumeralla Road,Caulfield South,3162,495,Unit,2,1,1,0,N,-37.89851984,145.03291271,-37.89525,145.0308,-36.38595,146.32991,-37.90206,145.04074
4859,435149811,24 Brooklyn Avenue,Caulfield South,3162,695,House,2,1,2,0,N,-37.894674,145.023394,-37.89244,145.0194,-37.94023,145.19546,-37.90206,145.04074
4860,431941442,2/135 Booran Road,Caulfield South,3162,500,Apartment,3,1,1,0,N,-37.892285,145.036808,-37.89525,145.0308,-37.8857,145.03801,-37.90206,145.04074
4861,435044627,103/136 Murray Street,Caulfield,3162,495,Apartment,2,2,1,0,N,-37.88596675,145.02194675,-37.88805,145.02003,-38.0492,145.14876,-37.90206,145.04074
4862,434939975,7/19 Field Street,Caulfield South,3162,300,Apartment,1,1,1,0,N,-37.889017,145.030516,-37.88817,145.02567,-38.0492,145.14876,-37.90206,145.04074
4863,435143179,10 Urandaline Grove,Caulfield,3162,900,House,4,2,2,0,N,-37.8822,145.031334,-37.88817,145.02567,-37.8857,145.03801,-37.90206,145.04074
