id,address,suburb,postcode,price,propertyType,bedrooms,bathrooms,parkingSpaces,studies,furnished,latitude,longitude,closest_primary_lat,closest_primary_long,closest_primary_distance,closest_primary_duration,closest_secondary_lat,closest_secondary_long,closest_secondary_distance,closest_secondary_duration,closest_train_lat,closest_train_long,closest_train_distance,closest_train_duration,closest_tram_lat,closest_tram_long,closest_tram_distance,closest_tram_duration,closest_bus_lat,closest_bus_long,closest_bus_distance,closest_bus_duration,closest_park_lat,closest_park_long,closest_park_distance,closest_park_duration,cbd_lat,cbd_long,cbd_distance,cbd_duration
435142691,2401/371 Little Lonsdale Street,Melbourne,3000,500,Apartment,1,1,0,0,N,-37.81181276,144.9610511,-37.80205,144.96951,1932.1,216.3,-37.79698,144.95538,2023.9,252.8,-37.809939,144.962594,370.8,66.5,-37.811105,144.961778,364.1,63.1,-37.812636,144.960645,490.0,72.5,-37.81878617,144.9692956,1841.0,250.0,-37.81022819,144.9627652,619.2,107.8
435142687,3902/220 Spencer Street,Melbourne,3000,650,Apartment,2,2,1,0,Y,-37.81558374,144.9530742,-37.81271,144.94055,1620.3,224.5,-37.82823,144.96477,2434.0,308.9,-37.817936,144.951411,1427.5,154.4,-37.815313,144.952381,157.4,18.1,-37.814821,144.952077,218.4,27.7,-37.81878617,144.9692956,2448.2,317.2,-37.81022819,144.9627652,1715.6,241.6
435042619,2504/442 Elizabeth Street,Melbourne,3000,600,Apartment,2,1,0,0,N,-37.80834504,144.9607299,-37.80205,144.96951,1674.1,173.6,-37.79698,144.95538,1765.9,210.1,-37.809939,144.962594,326.8,38.7,-37.80689,144.959849,570.5,63.7,-37.809659,144.95841,531.1,57.5,-37.81878617,144.9692956,2045.7,260.5,-37.81022819,144.9627652,575.2,80.0
435142623,924/555 Flinders Street,Melbourne,3000,480,Apartment,1,1,0,0,Y,-37.82145164,144.9556459,-37.82935,144.9535,1472.3,176.0,-37.82823,144.96477,1765.1,227.5,-37.817936,144.951411,1051.8,170.6,-37.821554,144.955265,454.1,94.4,-37.819325,144.953509,497.8,85.9,-37.81878617,144.9692956,2525.2,358.4,-37.81022819,144.9627652,2451.1,332.0
435142451,5206/318 Russell,Melbourne,3000,750,Apartment,2,2,0,0,Y,-37.80935157,144.9667969,-37.80205,144.96951,1252.2,129.0,-37.79698,144.95538,2360.4,282.2,-37.809939,144.962594,862.3,117.8,-37.808909,144.966098,634.3,95.2,-37.809574,144.966488,105.7,15.9,-37.81878617,144.9692956,1294.3,177.8,-37.81022819,144.9627652,514.4,70.6
435142419,1107/5 Sutherland Street,Melbourne,3000,450,Apartment,1,1,0,0,N,-37.81145799,144.9608467,-37.80205,144.96951,1890.8,207.7,-37.79698,144.95538,1982.6,244.2,-37.809939,144.962594,329.5,57.9,-37.811105,144.961778,322.8,54.5,-37.812636,144.960645,448.7,63.9,-37.81878617,144.9692956,1799.7,241.4,-37.81022819,144.9627652,577.9,99.2
435142407,42/140 Flinders Street,Melbourne,3000,400,Apartment,1,1,0,0,N,-37.81639455,144.9703448,-37.80205,144.96951,2029.8,241.8,-37.82823,144.96477,2080.5,313.9,-37.818305,144.966964,1812.3,243.7,-37.816564,144.9705,286.8,48.0,-37.810444,144.968861,1023.8,150.0,-37.81878617,144.9692956,673.7,107.0,-37.81022819,144.9627652,1292.0,183.4
435042283,4413/80 A'beckett Street,Melbourne,3000,410,Apartment,1,1,0,0,N,-37.80903594,144.9610528,-37.80205,144.96951,1593.1,167.2,-37.79698,144.95538,1684.9,203.7,-37.809939,144.962594,245.8,32.3,-37.810291,144.961596,593.0,88.7,-37.809659,144.95841,450.1,51.0,-37.81878617,144.9692956,1964.7,254.1,-37.81022819,144.9627652,494.2,73.6
431384710,3716/228 La Trobe Street,Melbourne,3000,800,Apartment,2,2,1,0,N,-37.80977208,144.9624601,-37.80205,144.96951,1408.6,159.3,-37.79698,144.95538,2115.4,276.0,-37.809939,144.962594,4.5,0.5,-37.809647,144.963465,87.6,10.5,-37.811598,144.964195,863.8,109.5,-37.81878617,144.9692956,1724.3,245.4,-37.81022819,144.9627652,252.9,41.8
435041839,1910/157 Abeckett Street,Melbourne,3000,530,Apartment,1,1,0,0,N,-37.81012056,144.9587524,-37.80205,144.96951,1995.2,217.2,-37.79698,144.95538,2087.0,253.7,-37.811981,144.955654,417.4,69.7,-37.811005,144.959122,306.1,53.8,-37.810236,144.958405,135.1,19.3,-37.81878617,144.9692956,2153.9,275.5,-37.81022819,144.9627652,682.3,108.7
435141923,5403/442 Elizabeth Street,Melbourne,3000,600,Apartment,1,1,0,0,N,-37.80834504,144.9607299,-37.80205,144.96951,1674.1,173.6,-37.79698,144.95538,1765.9,210.1,-37.809939,144.962594,326.8,38.7,-37.80689,144.959849,570.5,63.7,-37.809659,144.95841,531.1,57.5,-37.81878617,144.9692956,2045.7,260.5,-37.81022819,144.9627652,575.2,80.0
435141391,2002/54 A'Beckett Street,Melbourne,3000,680,Apartment,2,1,0,0,N,-37.80884596,144.9616703,-37.80205,144.96951,1664.6,177.5,-37.79698,144.95538,1756.4,214.0,-37.809939,144.962594,317.3,42.6,-37.810291,144.961596,664.5,99.0,-37.809659,144.95841,521.6,61.3,-37.81878617,144.9692956,2036.2,264.4,-37.81022819,144.9627652,565.7,83.8
435141259,2510/568 Collins Street,Melbourne,3000,540,Apartment,2,1,0,0,N,-37.81846898,144.9554711,-37.82935,144.9535,2085.9,257.9,-37.82823,144.96477,2033.3,278.6,-37.817936,144.951411,1372.3,154.8,-37.818741,144.955183,505.4,61.9,-37.819325,144.953509,420.4,60.4,-37.81878617,144.9692956,1936.0,263.3,-37.81022819,144.9627652,1861.9,236.9
435141247,2504/36 La Trobe Street,Melbourne,3000,470,Apartment,2,1,0,0,N,-37.80825992,144.967635,-37.80205,144.96951,780.0,95.7,-37.79698,144.95538,2266.8,284.9,-37.809939,144.962594,1066.7,152.6,-37.808185,144.968537,87.7,12.3,-37.808579,144.966311,333.2,50.4,-37.81878617,144.9692956,1711.7,236.0,-37.81022819,144.9627652,718.8,105.4
435041079,3403/315-321 La Trobe Street,Melbourne,3000,550,Apartment,2,1,0,0,N,-37.81095284,144.9599506,-37.80205,144.96951,2019.9,238.7,-37.79698,144.95538,2111.7,275.2,-37.809939,144.962594,458.6,88.9,-37.811005,144.959122,112.7,27.0,-37.810604,144.95885,410.3,68.1,-37.81878617,144.9692956,1928.7,272.4,-37.81022819,144.9627652,707.0,130.1
435041019,5008/500 Elizabeth Street,Melbourne,3000,420,Apartment,1,1,0,0,N,-37.80723593,144.9602201,-37.80205,144.96951,1513.4,158.4,-37.79698,144.95538,1659.4,199.8,-37.809939,144.962594,457.9,50.5,-37.80689,144.959849,464.0,53.4,-37.809659,144.95841,424.6,47.2,-37.79768225,144.9686789,1879.7,226.6,-37.81022819,144.9627652,706.3,91.8
435141031,215/233-239 Collins Street,Melbourne,3000,530,Apartment,2,1,0,0,Y,-37.81588896,144.9659839,-37.80205,144.96951,2418.7,255.3,-37.82823,144.96477,2080.8,303.9,-37.818305,144.966964,2476.7,327.2,-37.815674,144.965957,976.7,139.7,-37.816545,144.961571,489.1,63.3,-37.81878617,144.9692956,1338.1,190.4,-37.81022819,144.9627652,1262.7,167.9
435140187,unit 1701/141-149 La Trobe Street,Melbourne,3000,500,Apartment,1,1,0,0,N,-37.80874709,144.9674758,-37.80205,144.96951,1183.2,125.7,-37.79698,144.95538,2291.4,279.0,-37.809939,144.962594,793.3,114.5,-37.808185,144.968537,336.5,49.2,-37.808579,144.966311,225.0,36.5,-37.81878617,144.9692956,1447.9,201.4,-37.81022819,144.9627652,445.4,67.3
435140119,2912/350 William Street,Melbourne,3000,400,Apartment,1,1,0,0,N,-37.81127391,144.9564729,-37.81271,144.94055,1751.3,260.4,-37.79698,144.95538,1970.3,252.5,-37.811981,144.955654,132.4,24.9,-37.811711,144.956718,495.2,83.8,-37.810488,144.956331,248.2,38.4,-37.81878617,144.9692956,2329.2,301.4,-37.81022819,144.9627652,858.6,141.8
435139891,2511/155 Franklin Street,Melbourne,3000,620,Apartment,2,1,0,0,Y,-37.80866473,144.9594735,-37.80205,144.96951,1637.0,171.6,-37.79698,144.95538,1728.7,208.1,-37.809939,144.962594,581.5,63.6,-37.80689,144.959849,533.4,61.6,-37.809659,144.95841,216.0,28.4,-37.81878617,144.9692956,2300.4,285.5,-37.81022819,144.9627652,829.9,104.9
430603630,1711/668 Bourke Street,Melbourne,3000,845,Apartment,3,2,2,0,N,-37.8166019,144.9542004,-37.81271,144.94055,2026.9,280.3,-37.82823,144.96477,2299.4,313.5,-37.817936,144.951411,1638.4,189.7,-37.816846,144.953997,491.7,74.8,-37.814821,144.952077,625.0,83.5,-37.81878617,144.9692956,2203.4,290.5,-37.81022819,144.9627652,1660.3,218.2
435139711,2913/350 William Street,Melbourne,3000,500,Apartment,2,2,0,0,N,-37.81127391,144.9564729,-37.81271,144.94055,1751.3,260.4,-37.79698,144.95538,1970.3,252.5,-37.811981,144.955654,132.4,24.9,-37.811711,144.956718,495.2,83.8,-37.810488,144.956331,248.2,38.4,-37.81878617,144.9692956,2329.2,301.4,-37.81022819,144.9627652,858.6,141.8
435039035,8/287-293 Exhibition Street,Melbourne,3000,420,Apartment,1,1,0,0,Y,-37.80908145,144.9689082,-37.80205,144.96951,842.0,106.8,-37.79698,144.95538,2474.6,310.4,-37.811054,144.972911,648.1,88.3,-37.808185,144.968537,525.1,88.4,-37.808841,144.968962,80.1,12.9,-37.81878617,144.9692956,1532.1,210.3,-37.81022819,144.9627652,633.9,106.6
435038995,5111/560 Lonsdale Street,Melbourne,3000,500,Apartment,1,1,0,0,N,-37.81396911,144.9556529,-37.81271,144.94055,1799.6,256.8,-37.82823,144.96477,2484.8,333.2,-37.811981,144.955654,427.1,59.1,-37.812461,144.956799,485.7,75.0,-37.814255,144.955807,24.9,4.1,-37.81878617,144.9692956,2211.4,286.3,-37.81022819,144.9627652,1207.8,170.1
435138955,2008/228 La Trobe Street,Melbourne,3000,600,Apartment,1,1,1,0,N,-37.80977208,144.9624601,-37.80205,144.96951,1408.6,159.3,-37.79698,144.95538,2115.4,276.0,-37.809939,144.962594,4.5,0.5,-37.809647,144.963465,87.6,10.5,-37.811598,144.964195,863.8,109.5,-37.81878617,144.9692956,1724.3,245.4,-37.81022819,144.9627652,252.9,41.8
435095387,2905/483 Swanston Street,Melbourne,3000,530,Apartment,2,1,0,0,N,-37.80721793,144.9623358,-37.80205,144.96951,1226.6,122.3,-37.79698,144.95538,1715.4,217.9,-37.809939,144.962594,543.3,68.7,-37.807799,144.962868,26.5,3.8,-37.807495,144.965637,544.8,62.8,-37.79768225,144.9686789,1592.8,190.4,-37.81022819,144.9627652,791.7,110.0
435138407,1603/464 Collins Street,Melbourne,3000,525,Apartment,1,1,0,0,N,-37.81756745,144.9586399,-37.82935,144.9535,2256.1,275.9,-37.82823,144.96477,1695.5,265.0,-37.817936,144.951411,1542.5,172.9,-37.817457,144.959092,355.9,58.9,-37.816648,144.961296,297.8,35.2,-37.81878617,144.9692956,1640.3,224.5,-37.81022819,144.9627652,1566.2,198.2
435038083,3604/568 Collins Street,Melbourne,3000,550,Apartment,2,2,1,0,N,-37.81846898,144.9554711,-37.82935,144.9535,2085.9,257.9,-37.82823,144.96477,2033.3,278.6,-37.817936,144.951411,1372.3,154.8,-37.818741,144.955183,505.4,61.9,-37.819325,144.953509,420.4,60.4,-37.81878617,144.9692956,1936.0,263.3,-37.81022819,144.9627652,1861.9,236.9
435038011,0203/233 Collins St,Melbourne,3000,520,Apartment,2,1,0,0,N,-37.81588896,144.9659839,-37.80205,144.96951,2418.7,255.3,-37.82823,144.96477,2080.8,303.9,-37.818305,144.966964,2476.7,327.2,-37.815674,144.965957,976.7,139.7,-37.816545,144.961571,489.1,63.3,-37.81878617,144.9692956,1338.1,190.4,-37.81022819,144.9627652,1262.7,167.9
435036739,34/546 Flinders Street,Melbourne,3000,260,Studio,0,1,0,0,N,-37.82052111,144.956143,-37.82935,144.9535,1878.9,230.8,-37.82823,144.96477,1822.3,251.5,-37.817936,144.951411,1577.0,173.3,-37.820834,144.955853,464.5,70.8,-37.819325,144.953509,625.2,78.9,-37.81878617,144.9692956,2183.9,293.1,-37.81022819,144.9627652,2109.8,266.8
435136891,1709/80 A'Beckett Street,Melbourne,3000,500,Apartment,1,1,0,0,N,-37.80903594,144.9610528,-37.80205,144.96951,1593.1,167.2,-37.79698,144.95538,1684.9,203.7,-37.809939,144.962594,245.8,32.3,-37.810291,144.961596,593.0,88.7,-37.809659,144.95841,450.1,51.0,-37.81878617,144.9692956,1964.7,254.1,-37.81022819,144.9627652,494.2,73.6
428199682,6302/500 Elizabeth Street,Melbourne,3000,565,Apartment,2,1,0,0,N,-37.80723593,144.9602201,-37.80205,144.96951,1513.4,158.4,-37.79698,144.95538,1659.4,199.8,-37.809939,144.962594,457.9,50.5,-37.80689,144.959849,464.0,53.4,-37.809659,144.95841,424.6,47.2,-37.79768225,144.9686789,1879.7,226.6,-37.81022819,144.9627652,706.3,91.8
435136071,1111/250 Elizabeth Street,Melbourne,3000,400,Apartment,1,1,0,0,N,-37.81267859,144.9627325,-37.80205,144.96951,1956.6,203.4,-37.82823,144.96477,2322.7,319.5,-37.809939,144.962594,552.2,74.7,-37.813447,144.962758,292.7,30.1,-37.812511,144.961784,226.7,24.3,-37.81878617,144.9692956,1532.3,206.6,-37.81022819,144.9627652,800.6,115.9
435136047,3208/120 A'Beckett Street,Melbourne,3000,650,Apartment,2,2,1,0,N,-37.80866473,144.9594735,-37.80205,144.96951,1637.0,171.6,-37.79698,144.95538,1728.7,208.1,-37.809939,144.962594,581.5,63.6,-37.80689,144.959849,533.4,61.6,-37.809659,144.95841,216.0,28.4,-37.81878617,144.9692956,2300.4,285.5,-37.81022819,144.9627652,829.9,104.9
431098050,4304/442 Elizabeth Street,Melbourne,3000,600,Apartment,2,1,0,0,N,-37.80834504,144.9607299,-37.80205,144.96951,1674.1,173.6,-37.79698,144.95538,1765.9,210.1,-37.809939,144.962594,326.8,38.7,-37.80689,144.959849,570.5,63.7,-37.809659,144.95841,531.1,57.5,-37.81878617,144.9692956,2045.7,260.5,-37.81022819,144.9627652,575.2,80.0
435035575,409/233 Collins Street,Melbourne,3000,485,Apartment,2,1,0,0,N,-37.81588896,144.9659839,-37.80205,144.96951,2418.7,255.3,-37.82823,144.96477,2080.8,303.9,-37.818305,144.966964,2476.7,327.2,-37.815674,144.965957,976.7,139.7,-37.816545,144.961571,489.1,63.3,-37.81878617,144.9692956,1338.1,190.4,-37.81022819,144.9627652,1262.7,167.9
435135443,2018/220 Spencer Street,Melbourne,3000,450,Apartment,2,1,0,0,N,-37.81558374,144.9530742,-37.81271,144.94055,1620.3,224.5,-37.82823,144.96477,2434.0,308.9,-37.817936,144.951411,1427.5,154.4,-37.815313,144.952381,157.4,18.1,-37.814821,144.952077,218.4,27.7,-37.81878617,144.9692956,2448.2,317.2,-37.81022819,144.9627652,1715.6,241.6
424235254,9/5-7 Drewery Lane,Melbourne,3000,650,Apartment,2,2,1,0,N,-37.811101,144.963803,-37.80205,144.96951,1662.8,182.7,-37.79698,144.95538,2410.9,299.0,-37.809939,144.962594,757.8,112.7,-37.810382,144.964274,95.6,28.2,-37.811598,144.964195,273.5,48.4,-37.81878617,144.9692956,1510.5,211.5,-37.81022819,144.9627652,925.0,124.3
435135023,1709/500 Elizabeth Street,Melbourne,3000,410,Apartment,1,1,0,0,N,-37.80723593,144.9602201,-37.80205,144.96951,1513.4,158.4,-37.79698,144.95538,1659.4,199.8,-37.809939,144.962594,457.9,50.5,-37.80689,144.959849,464.0,53.4,-37.809659,144.95841,424.6,47.2,-37.79768225,144.9686789,1879.7,226.6,-37.81022819,144.9627652,706.3,91.8
435134927,1704/318 Queen Street,Melbourne,3000,775,Apartment,2,2,0,0,N,-37.81121545,144.9592572,-37.80205,144.96951,2174.2,228.1,-37.79698,144.95538,2122.0,264.9,-37.811981,144.955654,401.3,62.5,-37.811005,144.959122,174.0,35.1,-37.811698,144.959069,293.9,36.8,-37.81878617,144.9692956,2021.8,256.8,-37.81022819,144.9627652,717.3,119.8
435134479,1306/618 Lonsdale Street,Melbourne,3000,515,Apartment,2,1,0,0,N,-37.81442001,144.954054,-37.81271,144.94055,1726.8,244.0,-37.82823,144.96477,2457.6,335.2,-37.811981,144.955654,576.4,80.2,-37.81496,144.952311,552.9,85.6,-37.814288,144.955124,93.5,14.4,-37.81878617,144.9692956,2360.8,307.3,-37.81022819,144.9627652,1357.1,191.2
435134143,504/350 La Trobe Street,Melbourne,3000,395,Apartment,2,1,0,0,N,-37.81070368,144.9592789,-37.80205,144.96951,1866.8,199.8,-37.79698,144.95538,1958.6,236.3,-37.809939,144.962594,305.5,50.0,-37.811005,144.959122,425.5,70.0,-37.810604,144.95885,608.3,78.6,-37.81878617,144.9692956,2024.4,271.8,-37.81022819,144.9627652,553.9,91.2
435134067,3610/500 Elizabeth Street,Melbourne,3000,580,Apartment,2,2,0,0,N,-37.80723593,144.9602201,-37.80205,144.96951,1513.4,158.4,-37.79698,144.95538,1659.4,199.8,-37.809939,144.962594,457.9,50.5,-37.80689,144.959849,464.0,53.4,-37.809659,144.95841,424.6,47.2,-37.79768225,144.9686789,1879.7,226.6,-37.81022819,144.9627652,706.3,91.8
434928403,4402/618 Lonsdale Street,Melbourne,3000,670,Apartment,2,2,1,0,N,-37.81442001,144.954054,-37.81271,144.94055,1726.8,244.0,-37.82823,144.96477,2457.6,335.2,-37.811981,144.955654,576.4,80.2,-37.81496,144.952311,552.9,85.6,-37.814288,144.955124,93.5,14.4,-37.81878617,144.9692956,2360.8,307.3,-37.81022819,144.9627652,1357.1,191.2
434928395,703/181 ABeckett Street,Melbourne,3000,370,Studio,1,1,0,0,Y,-37.81017856,144.9582146,-37.80205,144.96951,1842.9,197.4,-37.79698,144.95538,1934.7,233.9,-37.811981,144.955654,412.6,57.1,-37.811061,144.958712,527.3,69.3,-37.810236,144.958405,193.4,26.3,-37.81878617,144.9692956,2212.2,282.5,-37.81022819,144.9627652,741.2,108.3
434927695,4205/81 A'Beckett St,Melbourne,3000,560,Apartment,1,1,0,0,Y,-37.80937409,144.9612062,-37.80205,144.96951,1609.0,186.6,-37.79698,144.95538,1907.0,231.7,-37.809939,144.962594,204.9,27.8,-37.810291,144.961596,552.1,84.2,-37.810604,144.95885,556.8,74.0,-37.81878617,144.9692956,1923.8,249.6,-37.81022819,144.9627652,453.3,69.0
435133003,1506B/639 Little Lonsdale Street,Melbourne,3000,520,Apartment,1,1,0,0,N,-37.81422603,144.952478,-37.81271,144.94055,1743.0,267.5,-37.82823,144.96477,2858.0,380.5,-37.811981,144.955654,590.6,116.6,-37.81496,144.952311,603.1,101.9,-37.814821,144.952077,420.7,78.2,-37.81878617,144.9692956,2593.1,353.8,-37.81022819,144.9627652,1589.4,237.6
435132995,2707B/639 Little Lonsdale Street,Melbourne,3000,520,Apartment,1,1,0,0,N,-37.81422603,144.952478,-37.81271,144.94055,1743.0,267.5,-37.82823,144.96477,2858.0,380.5,-37.811981,144.955654,590.6,116.6,-37.81496,144.952311,603.1,101.9,-37.814821,144.952077,420.7,78.2,-37.81878617,144.9692956,2593.1,353.8,-37.81022819,144.9627652,1589.4,237.6
435132983,1215/39 Lonsdale Street,Melbourne,3000,420,Apartment,2,1,0,0,N,-37.80991935,144.9711012,-37.80205,144.96951,1057.7,136.3,-37.80298,144.9905,2608.3,344.3,-37.811054,144.972911,587.2,73.7,-37.809676,144.972949,363.4,71.5,-37.80972,144.971323,330.1,53.8,-37.81878617,144.9692956,1471.1,195.7,-37.81022819,144.9627652,934.6,127.9
435132563,1007/27 Therry Street,Melbourne,3000,525,Apartment,2,1,0,0,N,-37.80694309,144.9610712,-37.80205,144.96951,1291.8,132.6,-37.79698,144.95538,1521.0,199.4,-37.809939,144.962594,579.0,76.1,-37.80689,144.959849,252.7,31.1,-37.809659,144.95841,545.6,72.7,-37.79768225,144.9686789,1658.1,200.7,-37.81022819,144.9627652,827.4,117.3
435132443,3208/9-23 Mackenzie Street,Melbourne,3000,750,Apartment,2,2,1,0,N,-37.80753655,144.9673279,-37.80205,144.96951,786.9,97.9,-37.79698,144.95538,2158.9,266.8,-37.809939,144.962594,958.8,134.5,-37.808185,144.968537,238.2,40.7,-37.806954,144.968752,237.6,41.4,-37.79768225,144.9686789,1417.0,181.7,-37.81022819,144.9627652,610.9,87.3
434732451,6205/568 Collins Street,Melbourne,3000,550,Apartment,2,1,0,0,N,-37.81846898,144.9554711,-37.82935,144.9535,2085.9,257.9,-37.82823,144.96477,2033.3,278.6,-37.817936,144.951411,1372.3,154.8,-37.818741,144.955183,505.4,61.9,-37.819325,144.953509,420.4,60.4,-37.81878617,144.9692956,1936.0,263.3,-37.81022819,144.9627652,1861.9,236.9
412174187,2510/22-24 Jane Bell Lane,Melbourne,3000,570,Apartment,2,1,1,0,Y,-37.81009123,144.9662644,-37.80205,144.96951,1230.2,128.4,-37.79698,144.95538,2338.4,281.6,-37.809939,144.962594,840.3,117.2,-37.808909,144.966098,612.3,94.6,-37.809574,144.966488,83.7,15.3,-37.81878617,144.9692956,1299.3,186.9,-37.81022819,144.9627652,492.4,70.0
434731955,192/538 Little Lonsdale Street,Melbourne,3000,590,Apartment,2,1,1,0,N,-37.81361479,144.9532721,-37.81271,144.94055,1654.1,246.2,-37.79698,144.95538,2339.6,310.7,-37.811981,144.955654,501.7,95.3,-37.81248,144.953732,674.5,121.0,-37.814821,144.952077,331.8,56.9,-37.81878617,144.9692956,2504.1,332.5,-37.81022819,144.9627652,1500.5,216.3
435130467,4901/560 Lonsdale Street,Melbourne,3000,500,Apartment,1,1,0,0,N,-37.81396911,144.9556529,-37.81271,144.94055,1799.6,256.8,-37.82823,144.96477,2484.8,333.2,-37.811981,144.955654,427.1,59.1,-37.812461,144.956799,485.7,75.0,-37.814255,144.955807,24.9,4.1,-37.81878617,144.9692956,2211.4,286.3,-37.81022819,144.9627652,1207.8,170.1
435029855,2901/11 Rose Lane,Melbourne,3000,575,Apartment,2,1,1,0,Y,-37.81545214,144.9540811,-37.81271,144.94055,1690.6,247.8,-37.82823,144.96477,2504.2,332.2,-37.817936,144.951411,1497.8,177.7,-37.815313,144.952381,227.7,41.4,-37.814288,144.955124,522.3,88.1,-37.81878617,144.9692956,2518.5,340.5,-37.81022819,144.9627652,1785.9,264.9
435130115,1106/555 Flinders Street,Melbourne,3000,370,Apartment,1,1,0,0,N,-37.82145164,144.9556459,-37.82935,144.9535,1472.3,176.0,-37.82823,144.96477,1765.1,227.5,-37.817936,144.951411,1051.8,170.6,-37.821554,144.955265,454.1,94.4,-37.819325,144.953509,497.8,85.9,-37.81878617,144.9692956,2525.2,358.4,-37.81022819,144.9627652,2451.1,332.0
431049234,2602/560 Flinders Street,Melbourne,3000,650,Apartment,2,1,0,0,Y,-37.82062941,144.9557695,-37.82935,144.9535,1785.7,231.1,-37.82823,144.96477,1862.2,258.2,-37.817936,144.951411,1617.0,180.0,-37.820834,144.955853,332.6,59.7,-37.819325,144.953509,665.1,85.6,-37.81878617,144.9692956,2223.8,299.8,-37.81022819,144.9627652,2149.7,273.5
