Sub,Type,Year,Median_Price
CBD-St Kilda Rd,3 bedroom flat,2020,843
Collingwood-Abbotsford,3 bedroom flat,2020,793
Docklands,3 bedroom flat,2020,905
East Melbourne,3 bedroom flat,2020,895
East St Kilda,3 bedroom flat,2020,600
Elwood,3 bedroom flat,2020,665
Fitzroy,3 bedroom flat,2020,895
Fitzroy North-Clifton Hill,3 bedroom flat,2020,745
Flemington-Kensington,3 bedroom flat,2020,585
North Melbourne-West Melbourne,3 bedroom flat,2020,685
Port Melbourne,3 bedroom flat,2020,955
Prahran-Windsor,3 bedroom flat,2020,695
Richmond-Burnley,3 bedroom flat,2020,840
South Melbourne,3 bedroom flat,2020,740
South Yarra,3 bedroom flat,2020,828
Southbank,3 bedroom flat,2020,823
St Kilda,3 bedroom flat,2020,700
Toorak,3 bedroom flat,2020,750
Group Total,3 bedroom flat,2020,795
Balwyn,3 bedroom flat,2020,620
Blackburn,3 bedroom flat,2020,495
Box Hill,3 bedroom flat,2020,540
Bulleen-Templestowe-Doncaster,3 bedroom flat,2020,540
Burwood-Ashburton,3 bedroom flat,2020,560
Camberwell-Glen Iris,3 bedroom flat,2020,650
Canterbury-Surrey Hills-Mont Albert,3 bedroom flat,2020,600
Chadstone-Oakleigh,3 bedroom flat,2020,513
Clayton,3 bedroom flat,2020,495
Doncaster East-Donvale,3 bedroom flat,2020,500
East Hawthorn,3 bedroom flat,2020,650
Glen Waverley-Mulgrave,3 bedroom flat,2020,500
Hawthorn,3 bedroom flat,2020,713
Kew,3 bedroom flat,2020,623
Mount Waverley,3 bedroom flat,2020,520
Nunawading-Mitcham,3 bedroom flat,2020,476
Vermont-Forest Hill-Burwood East,3 bedroom flat,2020,465
Group Total,3 bedroom flat,2020,530
Aspendale-Chelsea-Carrum,3 bedroom flat,2020,490
Bentleigh,3 bedroom flat,2020,575
Brighton,3 bedroom flat,2020,785
Brighton East,3 bedroom flat,2020,625
Carnegie,3 bedroom flat,2020,575
Caulfield,3 bedroom flat,2020,620
Cheltenham,3 bedroom flat,2020,525
Elsternwick,3 bedroom flat,2020,635
Hampton-Beaumaris,3 bedroom flat,2020,718
Malvern,3 bedroom flat,2020,638
Malvern East,3 bedroom flat,2020,630
Mentone-Parkdale-Mordialloc,3 bedroom flat,2020,543
Murrumbeena-Hughesdale,3 bedroom flat,2020,530
Group Total,3 bedroom flat,2020,580
Altona,3 bedroom flat,2020,410
Footscray,3 bedroom flat,2020,550
Keilor East-Avondale Heights,3 bedroom flat,2020,450
Melton,3 bedroom flat,2020,310
Newport-Spotswood,3 bedroom flat,2020,558
St Albans-Deer Park,3 bedroom flat,2020,365
Sunshine,3 bedroom flat,2020,380
Sydenham,3 bedroom flat,2020,370
Werribee-Hoppers Crossing,3 bedroom flat,2020,340
West Footscray,3 bedroom flat,2020,460
Williamstown,3 bedroom flat,2020,575
Yarraville-Seddon,3 bedroom flat,2020,573
Group Total,3 bedroom flat,2020,370
Broadmeadows-Roxburgh Park,3 bedroom flat,2020,370
Brunswick,3 bedroom flat,2020,640
Coburg-Pascoe Vale South,3 bedroom flat,2020,550
Craigieburn,3 bedroom flat,2020,380
East Brunswick,3 bedroom flat,2020,695
Essendon,3 bedroom flat,2020,485
Gladstone Park-Tullamarine,3 bedroom flat,2020,400
Keilor,3 bedroom flat,2020,-
Moonee Ponds-Ascot Vale,3 bedroom flat,2020,560
Oak Park-Glenroy-Fawkner,3 bedroom flat,2020,440
Pascoe Vale-Coburg North,3 bedroom flat,2020,500
Sunbury,3 bedroom flat,2020,360
West Brunswick,3 bedroom flat,2020,550
Group Total,3 bedroom flat,2020,450
Bundoora-Greensborough-Hurstbridge,3 bedroom flat,2020,440
Eltham-Research-Montmorency,3 bedroom flat,2020,460
Fairfield-Alphington,3 bedroom flat,2020,645
Heidelberg-Heidelberg West,3 bedroom flat,2020,495
Ivanhoe-Ivanhoe East,3 bedroom flat,2020,590
Mill Park-Epping,3 bedroom flat,2020,365
Northcote,3 bedroom flat,2020,675
Preston,3 bedroom flat,2020,498
Reservoir,3 bedroom flat,2020,440
Thomastown-Lalor,3 bedroom flat,2020,380
Thornbury,3 bedroom flat,2020,600
Whittlesea,3 bedroom flat,2020,360
Group Total,3 bedroom flat,2020,450
Bayswater,3 bedroom flat,2020,420
Boronia,3 bedroom flat,2020,420
Croydon-Lilydale,3 bedroom flat,2020,430
Ferntree Gully,3 bedroom flat,2020,430
Ringwood,3 bedroom flat,2020,450
Rowville,3 bedroom flat,2020,435
Wantirna-Scoresby,3 bedroom flat,2020,440
Yarra Ranges,3 bedroom flat,2020,400
Group Total,3 bedroom flat,2020,430
Berwick,3 bedroom flat,2020,378
Cranbourne,3 bedroom flat,2020,353
Dandenong,3 bedroom flat,2020,400
Dandenong North-Endeavour Hills,3 bedroom flat,2020,360
Narre Warren-Hampton Park,3 bedroom flat,2020,370
Noble Park,3 bedroom flat,2020,395
Pakenham,3 bedroom flat,2020,340
Springvale,3 bedroom flat,2020,445
Group Total,3 bedroom flat,2020,380
Dromana-Portsea,3 bedroom flat,2020,400
Frankston,3 bedroom flat,2020,390
Hastings-Flinders,3 bedroom flat,2020,385
Mt Eliza-Mornington-Mt Martha,3 bedroom flat,2020,460
Seaford-Carrum Downs,3 bedroom flat,2020,380
Group Total,3 bedroom flat,2020,400
Belmont-Grovedale,3 bedroom flat,2020,400
Corio,3 bedroom flat,2020,330
Geelong-Newcombe,3 bedroom flat,2020,380
Herne Hill-Geelong West,3 bedroom flat,2020,440
Lara,3 bedroom flat,2020,370
Newtown,3 bedroom flat,2020,450
North Geelong,3 bedroom flat,2020,390
Group Total,3 bedroom flat,2020,390
Ballarat,3 bedroom flat,2020,320
Mount Clear-Buninyong,3 bedroom flat,2020,328
Sebastopol-Delacombe,3 bedroom flat,2020,300
Wendouree-Alfredton,3 bedroom flat,2020,330
Group Total,3 bedroom flat,2020,320
Bendigo,3 bedroom flat,2020,388
Flora Hill-Bendigo East,3 bedroom flat,2020,330
Golden Square-Kangaroo Flat,3 bedroom flat,2020,330
North Bendigo,3 bedroom flat,2020,300
Group Total,3 bedroom flat,2020,330
Bairnsdale,3 bedroom flat,2020,300
Benalla,3 bedroom flat,2020,-
Castlemaine,3 bedroom flat,2020,-
Echuca,3 bedroom flat,2020,350
Hamilton,3 bedroom flat,2020,-
Horsham,3 bedroom flat,2020,310
Mildura,3 bedroom flat,2020,320
Moe-Newborough,3 bedroom flat,2020,315
Morwell,3 bedroom flat,2020,235
Ocean Grove-Barwon Heads,3 bedroom flat,2020,400
Portland,3 bedroom flat,2020,300
Sale-Maffra,3 bedroom flat,2020,338
Seymour,3 bedroom flat,2020,-
Shepparton,3 bedroom flat,2020,330
Swan Hill,3 bedroom flat,2020,340
Torquay,3 bedroom flat,2020,480
Traralgon,3 bedroom flat,2020,320
Wanagaratta,3 bedroom flat,2020,300
Warragul,3 bedroom flat,2020,330
Warrnambool,3 bedroom flat,2020,350
Wodonga,3 bedroom flat,2020,300
Group Total,3 bedroom flat,2020,330
Albert Park-Middle Park-West St Kilda,2 bedroom house,2020,675
Armadale,2 bedroom house,2020,633
Carlton North,2 bedroom house,2020,603
Carlton-Parkville,2 bedroom house,2020,600
CBD-St Kilda Rd,2 bedroom house,2020,-
Collingwood-Abbotsford,2 bedroom house,2020,600
Docklands,2 bedroom house,2020,-
East Melbourne,2 bedroom house,2020,-
East St Kilda,2 bedroom house,2020,600
Elwood,2 bedroom house,2020,650
Fitzroy,2 bedroom house,2020,650
Fitzroy North-Clifton Hill,2 bedroom house,2020,610
Flemington-Kensington,2 bedroom house,2020,520
North Melbourne-West Melbourne,2 bedroom house,2020,573
Port Melbourne,2 bedroom house,2020,600
Prahran-Windsor,2 bedroom house,2020,635
Richmond-Burnley,2 bedroom house,2020,615
South Melbourne,2 bedroom house,2020,630
South Yarra,2 bedroom house,2020,660
Southbank,2 bedroom house,2020,-
St Kilda,2 bedroom house,2020,615
Toorak,2 bedroom house,2020,650
Group Total,2 bedroom house,2020,610
Balwyn,2 bedroom house,2020,425
Blackburn,2 bedroom house,2020,410
Box Hill,2 bedroom house,2020,420
Bulleen-Templestowe-Doncaster,2 bedroom house,2020,393
Burwood-Ashburton,2 bedroom house,2020,400
Camberwell-Glen Iris,2 bedroom house,2020,530
Canterbury-Surrey Hills-Mont Albert,2 bedroom house,2020,485
Chadstone-Oakleigh,2 bedroom house,2020,410
Clayton,2 bedroom house,2020,405
Doncaster East-Donvale,2 bedroom house,2020,420
East Hawthorn,2 bedroom house,2020,588
Glen Waverley-Mulgrave,2 bedroom house,2020,440
Hawthorn,2 bedroom house,2020,600
Kew,2 bedroom house,2020,500
Mount Waverley,2 bedroom house,2020,401
Nunawading-Mitcham,2 bedroom house,2020,400
Vermont-Forest Hill-Burwood East,2 bedroom house,2020,405
Group Total,2 bedroom house,2020,440
Aspendale-Chelsea-Carrum,2 bedroom house,2020,395
Bentleigh,2 bedroom house,2020,450
Brighton,2 bedroom house,2020,600
Brighton East,2 bedroom house,2020,510
Carnegie,2 bedroom house,2020,493
Caulfield,2 bedroom house,2020,520
Cheltenham,2 bedroom house,2020,480
Elsternwick,2 bedroom house,2020,498
Hampton-Beaumaris,2 bedroom house,2020,500
Malvern,2 bedroom house,2020,638
Malvern East,2 bedroom house,2020,535
Mentone-Parkdale-Mordialloc,2 bedroom house,2020,450
Murrumbeena-Hughesdale,2 bedroom house,2020,450
Group Total,2 bedroom house,2020,480
Altona,2 bedroom house,2020,365
Footscray,2 bedroom house,2020,450
Keilor East-Avondale Heights,2 bedroom house,2020,393
Melton,2 bedroom house,2020,290
Newport-Spotswood,2 bedroom house,2020,465
St Albans-Deer Park,2 bedroom house,2020,340
Sunshine,2 bedroom house,2020,350
Sydenham,2 bedroom house,2020,355
Werribee-Hoppers Crossing,2 bedroom house,2020,325
West Footscray,2 bedroom house,2020,390
Williamstown,2 bedroom house,2020,515
Yarraville-Seddon,2 bedroom house,2020,500
Group Total,2 bedroom house,2020,390
Broadmeadows-Roxburgh Park,2 bedroom house,2020,350
Brunswick,2 bedroom house,2020,550
Coburg-Pascoe Vale South,2 bedroom house,2020,465
Craigieburn,2 bedroom house,2020,340
East Brunswick,2 bedroom house,2020,550
Essendon,2 bedroom house,2020,420
Gladstone Park-Tullamarine,2 bedroom house,2020,350
Keilor,2 bedroom house,2020,-
Moonee Ponds-Ascot Vale,2 bedroom house,2020,483
Oak Park-Glenroy-Fawkner,2 bedroom house,2020,380
Pascoe Vale-Coburg North,2 bedroom house,2020,400
Sunbury,2 bedroom house,2020,340
West Brunswick,2 bedroom house,2020,488
Group Total,2 bedroom house,2020,433
Bundoora-Greensborough-Hurstbridge,2 bedroom house,2020,370
Eltham-Research-Montmorency,2 bedroom house,2020,400
Fairfield-Alphington,2 bedroom house,2020,543
Heidelberg-Heidelberg West,2 bedroom house,2020,380
Ivanhoe-Ivanhoe East,2 bedroom house,2020,500
Mill Park-Epping,2 bedroom house,2020,350
Northcote,2 bedroom house,2020,593
Preston,2 bedroom house,2020,435
Reservoir,2 bedroom house,2020,380
Thomastown-Lalor,2 bedroom house,2020,350
Thornbury,2 bedroom house,2020,550
Whittlesea,2 bedroom house,2020,330
Group Total,2 bedroom house,2020,400
Bayswater,2 bedroom house,2020,355
Boronia,2 bedroom house,2020,350
Croydon-Lilydale,2 bedroom house,2020,375
Ferntree Gully,2 bedroom house,2020,370
Ringwood,2 bedroom house,2020,373
Rowville,2 bedroom house,2020,-
Wantirna-Scoresby,2 bedroom house,2020,400
Yarra Ranges,2 bedroom house,2020,360
Group Total,2 bedroom house,2020,370
Berwick,2 bedroom house,2020,338
Cranbourne,2 bedroom house,2020,330
Dandenong,2 bedroom house,2020,338
Dandenong North-Endeavour Hills,2 bedroom house,2020,320
Narre Warren-Hampton Park,2 bedroom house,2020,330
Noble Park,2 bedroom house,2020,343
Pakenham,2 bedroom house,2020,320
Springvale,2 bedroom house,2020,373
Group Total,2 bedroom house,2020,330
Dromana-Portsea,2 bedroom house,2020,330
Frankston,2 bedroom house,2020,340
Hastings-Flinders,2 bedroom house,2020,360
Mt Eliza-Mornington-Mt Martha,2 bedroom house,2020,415
Seaford-Carrum Downs,2 bedroom house,2020,350
Group Total,2 bedroom house,2020,340
Belmont-Grovedale,2 bedroom house,2020,348
Corio,2 bedroom house,2020,278
Geelong-Newcombe,2 bedroom house,2020,335
Herne Hill-Geelong West,2 bedroom house,2020,350
Lara,2 bedroom house,2020,330
Newtown,2 bedroom house,2020,360
North Geelong,2 bedroom house,2020,340
Group Total,2 bedroom house,2020,330
Ballarat,2 bedroom house,2020,280
Mount Clear-Buninyong,2 bedroom house,2020,240
Sebastopol-Delacombe,2 bedroom house,2020,275
Wendouree-Alfredton,2 bedroom house,2020,280
Group Total,2 bedroom house,2020,280
Bendigo,2 bedroom house,2020,320
Flora Hill-Bendigo East,2 bedroom house,2020,280
Golden Square-Kangaroo Flat,2 bedroom house,2020,280
North Bendigo,2 bedroom house,2020,280
Group Total,2 bedroom house,2020,285
Bairnsdale,2 bedroom house,2020,278
Benalla,2 bedroom house,2020,265
Castlemaine,2 bedroom house,2020,330
Echuca,2 bedroom house,2020,303
Hamilton,2 bedroom house,2020,240
Horsham,2 bedroom house,2020,268
Mildura,2 bedroom house,2020,265
Moe-Newborough,2 bedroom house,2020,250
Morwell,2 bedroom house,2020,210
Ocean Grove-Barwon Heads,2 bedroom house,2020,360
Portland,2 bedroom house,2020,283
Sale-Maffra,2 bedroom house,2020,250
Seymour,2 bedroom house,2020,-
Shepparton,2 bedroom house,2020,270
Swan Hill,2 bedroom house,2020,260
Torquay,2 bedroom house,2020,395
Traralgon,2 bedroom house,2020,275
Wanagaratta,2 bedroom house,2020,270
Warragul,2 bedroom house,2020,290
Warrnambool,2 bedroom house,2020,320
Wodonga,2 bedroom house,2020,280
Group Total,2 bedroom house,2020,280
Albert Park-Middle Park-West St Kilda,3 bedroom house,2020,1000
Armadale,3 bedroom house,2020,938
Carlton North,3 bedroom house,2020,768
Carlton-Parkville,3 bedroom house,2020,750
CBD-St Kilda Rd,3 bedroom house,2020,-
Collingwood-Abbotsford,3 bedroom house,2020,800
Docklands,3 bedroom house,2020,-
East Melbourne,3 bedroom house,2020,1225
East St Kilda,3 bedroom house,2020,750
Elwood,3 bedroom house,2020,813
Fitzroy,3 bedroom house,2020,890
Fitzroy North-Clifton Hill,3 bedroom house,2020,750
Flemington-Kensington,3 bedroom house,2020,660
North Melbourne-West Melbourne,3 bedroom house,2020,740
Port Melbourne,3 bedroom house,2020,825
Prahran-Windsor,3 bedroom house,2020,800
Richmond-Burnley,3 bedroom house,2020,775
South Melbourne,3 bedroom house,2020,920
South Yarra,3 bedroom house,2020,870
Southbank,3 bedroom house,2020,-
St Kilda,3 bedroom house,2020,738
Toorak,3 bedroom house,2020,960
Group Total,3 bedroom house,2020,795
Balwyn,3 bedroom house,2020,570
Blackburn,3 bedroom house,2020,450
Box Hill,3 bedroom house,2020,480
Bulleen-Templestowe-Doncaster,3 bedroom house,2020,465
Burwood-Ashburton,3 bedroom house,2020,495
Camberwell-Glen Iris,3 bedroom house,2020,650
Canterbury-Surrey Hills-Mont Albert,3 bedroom house,2020,630
Chadstone-Oakleigh,3 bedroom house,2020,470
Clayton,3 bedroom house,2020,450
Doncaster East-Donvale,3 bedroom house,2020,475
East Hawthorn,3 bedroom house,2020,710
Glen Waverley-Mulgrave,3 bedroom house,2020,465
Hawthorn,3 bedroom house,2020,750
Kew,3 bedroom house,2020,670
Mount Waverley,3 bedroom house,2020,475
Nunawading-Mitcham,3 bedroom house,2020,440
Vermont-Forest Hill-Burwood East,3 bedroom house,2020,450
Group Total,3 bedroom house,2020,480
Aspendale-Chelsea-Carrum,3 bedroom house,2020,475
Bentleigh,3 bedroom house,2020,550
Brighton,3 bedroom house,2020,900
Brighton East,3 bedroom house,2020,695
Carnegie,3 bedroom house,2020,590
Caulfield,3 bedroom house,2020,690
Cheltenham,3 bedroom house,2020,540
Elsternwick,3 bedroom house,2020,740
Hampton-Beaumaris,3 bedroom house,2020,695
Malvern,3 bedroom house,2020,850
Malvern East,3 bedroom house,2020,625
Mentone-Parkdale-Mordialloc,3 bedroom house,2020,560
Murrumbeena-Hughesdale,3 bedroom house,2020,540
Group Total,3 bedroom house,2020,580
Altona,3 bedroom house,2020,390
Footscray,3 bedroom house,2020,500
Keilor East-Avondale Heights,3 bedroom house,2020,430
Melton,3 bedroom house,2020,330
Newport-Spotswood,3 bedroom house,2020,550
St Albans-Deer Park,3 bedroom house,2020,360
Sunshine,3 bedroom house,2020,370
Sydenham,3 bedroom house,2020,390
Werribee-Hoppers Crossing,3 bedroom house,2020,350
West Footscray,3 bedroom house,2020,460
Williamstown,3 bedroom house,2020,640
Yarraville-Seddon,3 bedroom house,2020,570
Group Total,3 bedroom house,2020,370
Broadmeadows-Roxburgh Park,3 bedroom house,2020,370
Brunswick,3 bedroom house,2020,670
Coburg-Pascoe Vale South,3 bedroom house,2020,545
Craigieburn,3 bedroom house,2020,380
East Brunswick,3 bedroom house,2020,720
Essendon,3 bedroom house,2020,475
Gladstone Park-Tullamarine,3 bedroom house,2020,400
Keilor,3 bedroom house,2020,400
Moonee Ponds-Ascot Vale,3 bedroom house,2020,608
Oak Park-Glenroy-Fawkner,3 bedroom house,2020,420
Pascoe Vale-Coburg North,3 bedroom house,2020,480
Sunbury,3 bedroom house,2020,370
West Brunswick,3 bedroom house,2020,600
Group Total,3 bedroom house,2020,400
Bundoora-Greensborough-Hurstbridge,3 bedroom house,2020,420
Eltham-Research-Montmorency,3 bedroom house,2020,485
Fairfield-Alphington,3 bedroom house,2020,658
Heidelberg-Heidelberg West,3 bedroom house,2020,450
Ivanhoe-Ivanhoe East,3 bedroom house,2020,600
Mill Park-Epping,3 bedroom house,2020,380
Northcote,3 bedroom house,2020,700
Preston,3 bedroom house,2020,510
Reservoir,3 bedroom house,2020,410
Thomastown-Lalor,3 bedroom house,2020,370
Thornbury,3 bedroom house,2020,640
Whittlesea,3 bedroom house,2020,380
Group Total,3 bedroom house,2020,400
Bayswater,3 bedroom house,2020,400
Boronia,3 bedroom house,2020,400
Croydon-Lilydale,3 bedroom house,2020,425
Ferntree Gully,3 bedroom house,2020,420
Ringwood,3 bedroom house,2020,430
Rowville,3 bedroom house,2020,430
Wantirna-Scoresby,3 bedroom house,2020,420
Yarra Ranges,3 bedroom house,2020,400
Group Total,3 bedroom house,2020,420
Berwick,3 bedroom house,2020,380
Cranbourne,3 bedroom house,2020,370
Dandenong,3 bedroom house,2020,400
Dandenong North-Endeavour Hills,3 bedroom house,2020,365
Narre Warren-Hampton Park,3 bedroom house,2020,370
Noble Park,3 bedroom house,2020,380
Pakenham,3 bedroom house,2020,350
Springvale,3 bedroom house,2020,400
Group Total,3 bedroom house,2020,370
Dromana-Portsea,3 bedroom house,2020,385
Frankston,3 bedroom house,2020,395
Hastings-Flinders,3 bedroom house,2020,420
Mt Eliza-Mornington-Mt Martha,3 bedroom house,2020,480
Seaford-Carrum Downs,3 bedroom house,2020,380
Group Total,3 bedroom house,2020,400
Belmont-Grovedale,3 bedroom house,2020,390
Corio,3 bedroom house,2020,310
Geelong-Newcombe,3 bedroom house,2020,350
Herne Hill-Geelong West,3 bedroom house,2020,400
Lara,3 bedroom house,2020,390
Newtown,3 bedroom house,2020,420
North Geelong,3 bedroom house,2020,360
Group Total,3 bedroom house,2020,370
Ballarat,3 bedroom house,2020,325
Mount Clear-Buninyong,3 bedroom house,2020,345
Sebastopol-Delacombe,3 bedroom house,2020,310
Wendouree-Alfredton,3 bedroom house,2020,330
Group Total,3 bedroom house,2020,330
Bendigo,3 bedroom house,2020,350
Flora Hill-Bendigo East,3 bedroom house,2020,340
Golden Square-Kangaroo Flat,3 bedroom house,2020,330
North Bendigo,3 bedroom house,2020,320
Group Total,3 bedroom house,2020,330
Bairnsdale,3 bedroom house,2020,320
Benalla,3 bedroom house,2020,330
Castlemaine,3 bedroom house,2020,350
Echuca,3 bedroom house,2020,350
