,id,address,suburb,postcode,price,propertyType,bedrooms,bathrooms,parkingSpaces,studies,furnished,latitude,longitude,min_pri_distance,min_sec_distance,min_other_distance
4291,426552742,515 Waverley Road,Malvern East,3145,460,Duplex/Semi-detached,3,1,1,0,N,-37.878821,145.076638,0.004063676222841989,0.009496111111615014,0.004913491553273995
4292,435011355,101/616-618 Warrigal Road,Malvern East,3145,530,Apartment,2,1,1,0,N,-37.87644445,145.09115116,0.004762645555301758,0.0029153900400437946,0.010186913363999298
4293,435010935,202/616-618 Warrigal Road,Malvern East,3145,450,Apartment,1,1,1,0,N,-37.87644445,145.09115116,0.005002760138147798,0.007293194704636648,0.007623257112264395
4294,434655859,2B/954 Dandenong Road,Caulfield East,3145,215,Apartment,1,1,0,0,N,-37.88059375,145.04893148,0.007711783111273334,0.0017897043206314912,0.008783328614785155
4295,434953967,82 Argyll Street,Malvern East,3145,650,House,3,1,2,0,N,-37.874707,145.087412,0.0039251421986484,0.009519891568696844,0.004716116122355858
4296,415484747,103/951 Dandenong Road,Malvern East,3145,400,Apartment,1,1,1,0,Y,-37.878709,145.048567,0.003613933616227526,0.014606439373869984,0.018227401344740102
4297,402655511,219/141 Waverley Road,Malvern East,3145,230,Studio,1,1,0,0,N,-37.87594986,145.04949951,0.00492087573506636,0.012040115364897415,0.015993820619234538
4298,434880827,4/35 PAXTON STREET,Malvern East,3145,400,Apartment,2,1,2,0,N,-37.870588,145.053811,0.0054381096899609495,0.0026294290254584227,0.0066278516127037945
4299,432623546,13/780  Warrigal Rd,Malvern East,3145,280,Flat,1,1,1,0,N,-37.88969517,145.0885597,0.003969542542911483,0.013526112819286848,0.015397259106742583
4300,421830662,107/5 Dudley Street,Caulfield East,3145,160,Apartment,1,1,0,0,N,-37.880654,145.047921,0.004270357947521037,0.005798649584168125,0.005182043708819856
4301,402978620,305/60 Waverley Road,Malvern East,3145,390,Unit,2,1,0,0,N,-37.87592697,145.0464325,0.001793431626792972,0.009108118192028811,0.012930641786095399
4302,421979030,G07/5 Dudley Street,Caulfield East,3145,280,Apartment,1,1,0,0,N,-37.880654,145.047921,0.012870933975224408,0.014987013938548864,0.007605947711779878
4303,421830730,108/5 Dudley Street,Caulfield East,3145,280,Apartment,1,1,0,0,N,-37.880654,145.047921,0.007886781916596378,0.015488347523238749,0.012024710765777736
4304,430576106,9/13 Tattenham Street,Caulfield East,3145,275,Apartment,1,1,1,0,N,-37.883282,145.047076,0.0046032427700521995,0.011153109162917004,0.006809111836356953
4305,435016459,401/879-881 Dandenong Road,Malvern East,3145,520,Apartment,2,1,1,0,N,-37.87507531,145.0421105,0.008226615646784358,0.00995296463372331,0.02082152167829197
4306,404932919,102/903 Dandenong Road,Malvern East,3145,250,Apartment,1,1,0,0,Y,-37.876178,145.046128,0.008396411138106963,0.020242185652754336,0.022481449241537343
4307,425411894,104/881 Dandenong Rd,Malvern East,3145,510,Apartment,2,2,1,0,Y,-37.874955,145.04212,0.005177486944967577,0.01300177202020303,0.01931042593690281
4308,434966595,70 Emo Road,Malvern East,3145,880,House,4,2,5,0,N,-37.875968,145.052169,0.009772235772848189,0.010992065865881947,0.007168823613406931
4309,434918135,118/945 dandenong rd,Malvern East,3145,320,Apartment,1,1,0,0,N,-37.87844177,145.04811608,0.0038134344100798708,0.011356075114224262,0.005726416156718853
4310,434918155,122/945 dandenong rd,Malvern East,3145,320,Apartment,1,1,0,0,N,-37.87844177,145.04811608,0.0025870657123538586,0.008814217435475592,0.01740517937281188
4311,427852294,8 Nyora Street,Malvern East,3145,695,House,4,1,0,0,Y,-37.867787,145.051179,0.004982783172924243,0.003660191709247266,0.009855352746019931
4312,434475663,2B1B/803 Dandenong Road,Malvern East,3145,600,Apartment,2,1,1,0,N,-37.87400893,145.03891523,0.008040820169629143,0.018302763971611426,0.03435604996214185
4313,434403611,2B2B/803 Dandenong Road,Malvern East,3145,650,Apartment,2,2,1,0,N,-37.87400893,145.03891523,0.004045692153391879,0.004844979360117156,0.005588383039836832
4314,434553775,L9/803 Dandenong Road,Malvern East,3145,530,Apartment,1,1,0,0,Y,-37.87400893,145.03891523,0.006053393263290877,0.01136047930325126,0.016569566379344258
4315,429836430,202/60 Belgrave Road,Malvern East,3145,500,Apartment,2,2,1,0,N,-37.87964084,145.06859809,0.008158311712606434,0.0031306948110604005,0.008747471063114961
4316,429493130,8/8 Burke Road,Malvern East,3145,370,Unit,2,1,1,0,N,-37.877576,145.048056,0.0034554687022848585,0.010996488473707444,0.0054525639063118456
4317,403160165,60 Waverley Road,Malvern East,3145,200,Apartment,1,1,0,0,N,-37.87592697,145.0464325,0.0041503669717358116,0.0208673090263381,0.020566848713401947
4318,434126571,17 The Avenue,Malvern East,3145,569,Apartment,3,1,3,0,N,-37.87479804,145.05498554,0.008408207002687747,0.013774010490779377,0.023678486966019433
4319,434111971,1/8 Burke Road,Malvern East,3145,430,Unit,2,1,1,0,Y,-37.877576,145.048056,0.006255335790390978,0.004727157692583266,0.014346783752824084
4321,431631358,14/999 Dandenong Road,Malvern East,3145,650,Apartment,5,2,2,0,Y,-37.88020674,145.04949026,0.011153879633695931,0.020382237249209772,0.005278806558574035
4323,403549853,301C/60 Waverley Road,Malvern East,3145,200,Apartment,3,2,0,0,N,-37.876002,145.046311,0.005552555784900911,0.005298314481459752,0.010421883349196434
4324,419493214,5 Dudley Street,Caulfield East,3145,200,Apartment,1,1,0,0,Y,-37.880528,145.047987,0.009039863107375649,0.01585536265748737,0.0009750000000009935
4325,408909579,1023 Dandenong Road,Malvern East,3145,240,Apartment,1,1,0,0,Y,-37.881948,145.05148,0.008330849956619509,0.00805728124121005,0.011818880699950463
4326,405069411,949 Dandenong Road,Malvern East,3145,180,Apartment,1,1,0,0,N,-37.878553,145.048352,0.012969591226738146,0.01924847948770678,0.006087735440085694
4327,434945531,202/23 Maverston Street,Glen Iris,3146,500,Apartment,2,1,1,0,N,-37.85180159,145.07992385,0.008791772801902326,0.015346350347890631,0.0014516917716851142
4328,434841083,44 Francis Crescent,Glen Iris,3146,980,Townhouse,3,2,3,0,N,-37.866787,145.065365,0.009781107708228935,0.014390219178323236,0.0011042680833977265
4329,434944843,51/1501 Malvern Road,Glen Iris,3146,325,Apartment,1,1,1,0,N,-37.85334971,145.04455398,0.009599935103954998,0.019305401161326414,0.004200189757627582
4330,435146323,1 Lillian Street,Glen Iris,3146,1080,House,4,2,2,0,N,-37.856275,145.092208,0.0039485669552310025,0.0034774819913162437,0.012177498142060397
4331,434839167,4/1501 Malvern Road,Glen Iris,3146,320,Apartment,1,1,1,0,N,-37.85334971,145.04455398,0.007968437362488761,0.014655947393457998,0.000811192948678097
4332,435145367,404/1615 Malvern Rd,Glen Iris,3146,570,Apartment,2,2,1,0,N,-37.85436281,145.05194387,0.011637924943902225,0.01276542897830017,0.005856169140323707
4333,435045243,Level 1/1475A Malvern Road,Glen Iris,3146,450,Apartment,3,1,1,0,N,-37.85321718,145.04343762,0.00621659199239878,0.006547180767320907,0.008911365551908938
4334,435142239,47 Somerset Road,Glen Iris,3146,895,House,3,2,2,0,N,-37.851963,145.074878,0.008206088532303391,0.01307892384714074,0.004570484547622061
4335,434938227,274 Warrigal Road,Glen Iris,3146,750,House,4,2,1,0,N,-37.852661,145.095006,0.010151088857863932,0.017196426518326563,0.0019240127338435524
4337,435136583,3/6 Creswick Street,Glen Iris,3146,450,Unit,2,1,1,0,N,-37.85271954,145.04412117,0.009621447757742851,0.01776054140939879,0.010053088279469862
4338,435136555,2/29 Belmont Avenue North,Glen Iris,3146,450,Unit,2,1,1,0,N,-37.854683,145.048456,0.008330185172008033,0.009191348377669144,0.008201462369604402
4339,435035251,2/146 Glen Iris Road,Glen Iris,3146,600,Unit,2,1,1,0,N,-37.85672071,145.06626275,0.008384744809125095,0.00745325973746681,0.011024858181149207
4340,435132955,1/35 Carroll Crescent,Glen Iris,3146,350,Apartment,1,1,1,0,N,-37.85116609,145.04662907,0.008895905406415012,0.012139398378829635,0.0180100486673442
4341,435125419,202/1565 Malvern Road,Glen Iris,3146,670,Apartment,2,2,2,0,N,-37.85381055,145.04838217,0.002192766517437747,0.0028611474970716495,0.012560527258032285
4342,417402954,8/1522 Malvern Road,Glen Iris,3146,700,Townhouse,3,3,2,0,N,-37.854509,145.049537,0.004799117384872501,0.006144802948333292,0.009746263339048836
4343,434725127,19/4 Wills Street,Glen Iris,3146,440,Apartment,1,1,1,0,N,-37.85340374,145.05312521,0.008134725857552299,0.01190257215805497,0.016329178986642368
4344,426048918,8/38 Edgar Street,Glen Iris,3146,270,Unit,1,1,1,0,N,-37.854723,145.045959,0.003437000906382424,0.009869510566930348,0.010956780596086197
4345,434826047,54 Liston Street,Glen Iris,3146,595,House,4,2,4,0,N,-37.859442,145.090774,0.010110489701291902,0.01357118572564716,0.03206618970192402
4346,427633898,1/152  Burke Road,Glen Iris,3146,960,House,4,3,3,0,N,-37.864388,145.050592,0.003437000906382424,0.009869510566930348,0.010956780596086197
4347,431621246,5/23 Aintree Road,Glen Iris,3146,410,Apartment,2,1,1,0,N,-37.85667226,145.0435058,0.003953107764777921,0.007751389617334392,0.020041107778765825
4348,434913735,6/1555 High Street,Glen Iris,3146,275,Apartment,1,1,1,0,N,-37.859815,145.060153,0.005814610305075356,0.005814610305075356,0.022540280233414704
4349,434810695,5/48 Maitland Street,Glen Iris,3146,550,Apartment,2,1,0,0,N,-37.85487438,145.04309812,0.008682315359389025,0.01628783656598224,0.028799264226706422
4351,435011439,8/22 Brixton Rise,Glen Iris,3146,295,Apartment,1,1,1,0,N,-37.85872981,145.05987531,0.0023193779338574238,0.00909182456934371,0.01854000091693843
4353,435111523,4 Somerset Road,Glen Iris,3146,750,House,3,2,5,0,N,-37.848791,145.075342,0.0006163440597597092,0.004134039187039484,0.01996804346950767
4354,435010247,6 Kenilworth Grove,Glen Iris,3146,650,House,3,1,3,0,N,-37.853162,145.049064,0.006064497670852117,0.011353567368873309,0.019888844410872943
4355,435008239,5/29 Osborne Avenue,Glen Iris,3146,460,Apartment,2,1,1,0,N,-37.85550519,145.04673413,0.006064497670852117,0.011353567368873309,0.019888844410872943
4356,435007883,34/1495-1499 Malvern Road,Glen Iris,3146,620,Apartment,3,2,1,0,N,-37.85332393,145.04433304,0.006064497670852117,0.011353567368873309,0.019888844410872943
4357,434901071,381A Burke Road,Glen Iris,3146,760,Townhouse,3,2,2,0,N,-37.8497417,145.05293215,0.0020177175223582244,0.006553910588345806,0.00796102154249629
4358,435105995,24 Gardiner Parade,Glen Iris,3146,1550,House,5,2,2,0,N,-37.85411,145.064463,0.004633740713504655,0.008563837515971062,0.015585801006051945
4359,435000083,28 Celia Street,Glen Iris,3146,995,House,4,2,2,0,N,-37.855119,145.078189,0.005509191677919038,0.005509191677919038,0.022551746183941887
4360,431723998,48A Summerhill Road,Glen Iris,3146,575,House,2,1,1,0,N,-37.852278,145.076303,0.009066152987895027,0.010454767811858917,0.01476943634671788
4361,431900578,1496 High Street,Glen Iris,3146,490,House,2,1,2,0,N,-37.85885,145.045391,0.005459067925735214,0.010460172552009213,0.030570111943164627
4362,434893043,402/35-43 High Street,Glen Iris,3146,550,Apartment,2,2,1,0,N,-37.86161138,145.0656058,0.008861386044612504,0.010190757461133054,0.014534118901107177
4363,434891439,4/17 Belmont Avenue,Glen Iris,3146,500,Apartment,2,1,1,0,N,-37.85691209,145.04804532,0.008776405015723413,0.014299378483000735,0.019691497276739398
4364,434890459,26 Bath Road,Glen Iris,3146,930,House,5,3,2,0,N,-37.855185,145.085575,0.0039142677476088125,0.002915690655728073,0.023091578811338383
4365,434772755,36 Beryl St,Glen Iris,3146,950,House,4,2,1,0,N,-37.852557,145.08636,0.011726698068117554,0.012022714176966237,0.03650437670720613
4366,435093927,9 Muriel Street,Glen Iris,3146,1500,House,4,2,2,0,N,-37.85330415,145.0878262,0.003505652578338907,0.003505652578338907,0.02756142594279594
4367,434756695,40 Madeline Street,Glen Iris,3146,730,House,4,2,2,0,N,-37.857591,145.090026,0.006613027294666971,0.006613027294666971,0.02228358431672157
4368,432477014,1 Valley Parade,Glen Iris,3146,470,House,2,1,1,0,N,-37.852402,145.057086,0.0031129808865523775,0.007086692458399998,0.005515499070802458
4369,430737142,8/2 Victor Road,Glen Iris,3146,625,Townhouse,3,2,1,0,N,-37.86242639,145.06716627,0.007182179683073301,0.014784630025804622,0.0191500617492422
4370,434780327,189 Burke Road,Glen Iris,3146,625,House,4,1,3,0,N,-37.861749,145.050668,0.006575743871607425,0.005024187761703963,0.041268324764456764
4371,434977071,4/25 Iris Road,Glen Iris,3146,520,Unit,2,1,1,0,N,-37.84850676,145.05773284,0.004082280857546664,0.016206762076366746,0.021079860459684963
4372,435007263,203/770D Toorak Road,Glen Iris,3146,510,Apartment,2,1,1,0,N,-37.84563918,145.04593428,0.002493946671446945,0.007182473807817409,0.03239092357436593
4373,435077243,1492 Malvern Road,Glen Iris,3146,230,Unit,1,1,0,0,N,-37.85405806,145.04766599,0.006979596549946795,0.01748488455780714,0.02187540326484664
4374,434673075,4/1494 High Street,Glen Iris,3146,699,Apartment,3,3,1,0,N,-37.8588239,145.04524226,0.0040847265101300176,0.010123018574628408,0.029352742786026745
4375,435074995,22 Ellis Road,Glen Iris,3146,2500,House,4,2,2,1,N,-37.86,145.046815,0.004925268013011572,0.012986225972149082,0.014756989022165405
4376,433532366,7 Britten Street,Glen Iris,3146,580,House,3,1,3,0,N,-37.8562,145.065522,0.006784363197838867,0.00498944325552091,0.040260598405892016
4377,435070515,6/1544 Malvern Road,Glen Iris,3146,395,Apartment,2,1,0,0,N,-37.85446155,145.05100618,0.008316690969850403,0.012410217866255522,0.014586914755649728
4378,435069619,11/249 Burke Road,Glen Iris,3146,550,Apartment,2,2,1,0,N,-37.855776,145.0518,0.005325521567762156,0.012085110076819637,0.010599118490185137
4379,434559307,210/1615 Malvern Road,Glen Iris,3146,470,Apartment,2,1,1,0,N,-37.85436281,145.05194387,0.0073971275495735974,0.005674127385292921,0.007770000256408847
4380,434663319,13/70 Edgar Street North,Glen Iris,3146,290,Apartment,1,1,1,0,N,-37.84949906,145.0466384,0.00043732024878830874,0.007005478498997525,0.026048203949602597
4381,434549775,2/40 Osborne Avenue,Glen Iris,3146,375,Apartment,1,1,1,0,N,-37.85455723,145.04733457,0.00614538467916001,0.006694882646840778,0.008156536964617512
4382,434868079,2/1468 Malvern Road,Glen Iris,3146,700,Townhouse,3,2,2,0,N,-37.85392886,145.04619114,0.0061471121157531325,0.013200806042186793,0.011584544055058635
4383,434968023,6/11 Belmont Avenue,Glen Iris,3146,335,House,1,1,1,0,N,-37.857406,145.047952,0.00795015899212507,0.00795015899212507,0.01895139435503771
4384,434967043,6/41 Carroll Crescent,Glen Iris,3146,245,Apartment,1,1,1,0,N,-37.85139302,145.04727032,0.004707032398440036,0.008585426838548023,0.00426627167442869
4385,433795119,44 Rosedale Road,Glen Iris,3146,500,House,3,1,2,0,N,-37.858457,145.071237,0.00598621758707806,0.00598621758707806,0.02352926222814652
4386,434754555,6/3 Osborne Avenue,Glen Iris,3146,395,Apartment,2,1,1,0,N,-37.857909,145.046268,0.0112305738814163,0.01272638436895299,0.03721639174486066
4387,434857831,37 Bourne Road,Glen Iris,3146,1280,House,4,2,2,0,N,-37.85708,145.062055,0.009657251161702705,0.013888553560383404,0.03255350856666222
4388,434958267,47 Florizel Street,Glen Iris,3146,940,House,4,2,2,0,N,-37.856859,145.079383,0.003129788131651162,0.010137077702622089,0.03382865645497324
4389,434853851,23 Parkin Street,Glen Iris,3146,840,House,5,2,2,0,N,-37.847974,145.049792,0.004360593766913242,0.032181907619030475,0.01549389615301423
4390,435054815,77 Rowen Street,Glen Iris,3146,525,House,3,1,1,0,N,-37.858544,145.093184,0.004998797655440125,0.013927570427054012,0.012924445752121837
4391,434950419,12 Renwick Street,Glen Iris,3146,760,House,4,2,2,0,N,-37.852468,145.074792,0.006059928143490795,0.012950408368247703,0.03328419968249547
4392,435141271,1/27 Young Street,Glen Iris,3146,695,Apartment,3,2,2,0,N,-37.86028725,145.04339593,0.004690094761084015,0.016819810203085966,0.030181061354242242
4393,435122715,7/1435 High Street,Glen Iris,3146,420,Apartment,1,1,1,0,N,-37.85874946,145.04743988,0.0023487570061847796,0.0039012061819511806,0.03330966514503478
4394,435122331,4/45 Edgar Street,Glen Iris,3146,520,Unit,2,1,0,0,N,-37.85439794,145.0453384,0.007626285137591527,0.02451566081100232,0.027375286756495008
4395,435108523,44 Maitland Street,Glen Iris,3146,550,House,4,1,1,0,N,-37.85518,145.043055,0.003842941581642279,0.009364077103482244,0.03518763447576117
4396,435071935,3/23 Netherlee Street,Glen Iris,3146,420,Apartment,2,1,1,0,N,-37.86112604,145.05025687,0.0035975265133900832,0.006597704692880957,0.03533579401137572
4397,434991367,201/220 Burke Road,Glen Iris,3146,380,Apartment,1,1,1,0,N,-37.85518249,145.05232667,0.003024180054145617,0.01625757807915585,0.027782843357004133
4398,434619175,5/219 Burke Road,Glen Iris,3146,300,Apartment,1,1,1,0,N,-37.858784,145.051229,0.0079404122059424,0.0272952594052484,0.01604316758000121
4399,433819631,1/1691 Malvern Road,Glen Iris,3146,980,Townhouse,4,2,2,0,N,-37.85770684,145.05556645,0.004363286032342134,0.033699023205429876,0.016295538806693523
4400,416535229,8/16 Edgar Street,Glen Iris,3146,450,Apartment,2,1,1,0,N,-37.856774,145.045568,0.004310142109021763,0.003667961968185184,0.032486398153691094
4401,434764947,4/2 Glenarm Rd,Glen Iris,3146,390,Apartment,2,1,1,0,N,-37.853763,145.051083,0.016565258411363217,0.017936268325250228,0.014566497555543819
4402,431480778,1 Fakenham Road,Ashburton,3147,670,Unit,3,2,2,0,N,-37.861666,145.082153,0.005854965243286877,0.017744464432608815,0.0294849869933833
4403,434943099,10 Vannam Drive,Ashwood,3147,535,House,2,1,3,0,N,-37.860423,145.103536,0.0014749717004189581,0.004727924334944542,0.03437457113792985
4404,435145155,383 High Street,Ashburton,3147,575,House,2,1,2,0,N,-37.86451465,145.09068335,0.00802241669950316,0.0037491412750449565,0.027293122882875102
4406,435140279,7 Reid Street,Ashwood,3147,625,House,3,2,3,0,N,-37.86795354,145.09394428,0.0021199103754536053,0.011054722972564587,0.01356980250408451
4407,428358786,1/27 George Street,Ashwood,3147,720,House,4,2,2,0,N,-37.86292588,145.09664046,0.0017524728243210243,0.004788122909871184,0.03467991523922661
4408,435132883,3/7 Farmer Street,Ashwood,3147,450,Unit,2,1,1,0,N,-37.86619825,145.10900637,0.0029348739325517547,0.015968078938932644,0.028261389297040716
4409,434732083,18 Tarakan Avenue,Ashburton,3147,495,House,3,1,3,0,N,-37.865571,145.083647,0.003918783502697054,0.002755188040956895,0.03204626184660073
4410,435116527,5/14-16 Temple Street,Ashwood,3147,680,Townhouse,3,2,2,0,N,-37.87048722,145.0940306,0.005433466575508308,0.006558548606752411,0.03134537122809679
4411,434357039,82 Nicholas Street,Ashburton,3147,800,House,4,2,2,0,N,-37.87423,145.073634,0.005157682462596229,0.014017090582037872,0.03360146417620154
4413,427862034,1/114-116 High St Road,Ashwood,3147,480,Unit,3,1,2,0,N,-37.867092,145.102944,0.005982776894347939,0.005982776894347939,0.021723018003200093
4414,435112511,1/5 Yileen Court,Ashwood,3147,650,Townhouse,3,3,1,0,N,-37.86813744,145.10352518,0.004014975093329083,0.017063649814730016,0.01661233773434419
4415,435112323,2A St Georges Cres,Ashburton,3147,380,Unit,2,1,2,0,N,-37.87114837,145.06921255,0.001445738911416272,0.001445738911416272,0.023006860302963165
4416,435006131,2A Ambon Street,Ashburton,3147,700,House,3,1,2,0,N,-37.868816,145.080914,0.006870647713277147,0.009443579829693394,0.03276369240485205
4417,435102823,37 High St Rd,Ashwood,3147,600,House,3,1,6,0,N,-37.86579,145.094361,0.009119698487629216,0.013881765698397825,0.030802523839857848
4418,432101826,9 Salisbury Road,Ashwood,3147,420,House,3,1,2,0,N,-37.871897,145.101411,0.0026431076406332106,0.016633055582192916,0.01917016687459716
4419,434887611,52B Victory Boulevard,Ashburton,3147,820,House,3,3,1,0,N,-37.8698009,145.08197841,0.0044590084534133195,0.014892521183044691,0.027910817709024323
4420,435089439,206/151-153 Huntingdale Road,Ashwood,3147,445,Apartment,2,2,1,0,N,-37.86752748,145.11158079,0.005543176435940328,0.005543176435940328,0.02906638582624049
4421,434982335,2/40C Victory Boulevard,Ashburton,3147,450,Apartment,2,1,0,0,N,-37.868257,145.08202,0.005371145778280113,0.014583779200600111,0.016914377132242076
4422,435076903,2B Jordan Street,Ashwood,3147,1000,Townhouse,4,3,1,0,N,-37.86755103,145.10274735,0.005315592629238356,0.010531512949243106,0.02573857231859278
4423,435071551,17/2-12 Temple Street,Ashwood,3147,370,Unit,2,1,1,0,N,-37.87110475,145.09278153,0.004489805652502416,0.004489805652502416,0.01994752910004639
4424,432245962,63 Ashburn Grove,Ashburton,3147,600,House,4,2,2,0,N,-37.869187,145.079881,0.002530474461436495,0.002530474461436495,0.025671322540922532
4426,434855039,4/7-9 Sunderland Avenue,Ashburton,3147,770,Townhouse,4,2,1,0,N,-37.86993722,145.09134769,0.007003731713200594,0.012998814150161868,0.028254787366222164
4427,435146963,2 Ashby Court,Chadstone,3148,490,House,3,1,3,0,N,-37.885275,145.107822,0.008092177210116479,0.008092177210116479,0.017688094074825716
4428,435143991,13 Elmtree Terrace,Chadstone,3148,495,Townhouse,3,2,1,0,N,-37.882615,145.106993,0.0030609691854061273,0.014861274963945379,0.0197900905190966
4429,435034959,3/13 Kalymna Grove,Chadstone,3148,550,Townhouse,3,1,1,0,N,-37.887721,145.10362,0.007869639000626791,0.01798134527782212,0.0293836706011962
4430,432353462,2/19 Hillcrest Avenue,Chadstone,3148,450,Unit,3,1,2,0,N,-37.88889649,145.10552429,0.0028130603330138253,0.01616810150999437,0.01987850942191556
4431,412206323,1/4 Cabena Crescent,Chadstone,3148,350,Unit,2,1,1,0,N,-37.889753,145.094408,0.007049144132454398,0.01687336282428554,0.02769963164015384
4432,435120595,2/6 Elaroo St,Chadstone,3148,680,House,4,3,2,0,N,-37.879508,145.096713,0.008819482581189711,0.014580841985297245,0.010268995715262238
4433,433947023,14/13 Churchill Avenue,Chadstone,3148,350,Apartment,2,1,1,0,N,-37.88822873,145.10710992,0.006549163179326001,0.013808338500677622,0.007471790839507009
4434,435115055,1/18 Aloomba Street,Chadstone,3148,665,Townhouse,3,2,2,1,N,-37.87984929,145.09826257,0.007602690410488923,0.008035352417778596,0.02453054594332821
4435,435110071,28/32 Adrian Street,Chadstone,3148,650,House,4,2,2,0,N,-37.88691184,145.10577397,0.006748219691142222,0.01044826918682025,0.026227765993316873
4436,435097923,17 Brindalee Mews,Chadstone,3148,575,House,3,2,2,0,N,-37.881172,145.102662,0.008963871161175465,0.012212503043761048,0.014611237230091287
4437,435096823,1/12 Cole Crescent,Chadstone,3148,850,Townhouse,4,2,1,0,N,-37.88725546,145.09104838,0.006513599388980875,0.014719575978939853,0.008326606571702994
4438,430963414,302/21 Collins Street,Chadstone,3148,450,Apartment,2,1,1,0,N,-37.8762723,145.0936024,0.006221624546688496,0.026662979428413502,0.02763516115387163
4439,435089059,304/19 Collins Street,Chadstone,3148,440,Apartment,2,1,2,0,N,-37.8762723,145.0936024,0.010581703312796216,0.0219664490758104,0.025846819630264306
4440,425980450,25 Margot Street,Chadstone,3148,345,House,2,1,0,0,N,-37.877156,145.096731,0.0008140423821890057,0.006316496259798943,0.022562094428486834
4441,435073131,4/791 Warrigal Road,Chadstone,3148,350,Unit,2,1,1,0,N,-37.89012881,145.08899558,0.002609518154764891,0.012196953923007124,0.01803858711208406
4442,432227522,2 Gateway Close,Chadstone,3148,495,Townhouse,3,2,2,0,N,-37.883477,145.10827,0.0048796644351781545,0.018822819794072364,0.011155918832617993
4443,434770171,2/20 Thurloo Street,Chadstone,3148,480,Unit,2,1,1,0,N,-37.87868905,145.09556717,0.004745372482760289,0.0019829120000767263,0.007701336247685486
4444,434767535,11 Bolwarra Street,Chadstone,3148,500,House,3,2,2,0,N,-37.879197,145.100325,0.006252812247289223,0.011118562002345178,0.003632178547365084
4445,434971627,8 Railway Parade South,Chadstone,3148,385,House,2,1,1,0,N,-37.874126,145.101013,0.0036344190732364363,0.015837829459884708,0.011076299111154417
4446,434968271,2 Cole Crescent,Chadstone,3148,570,House,3,1,4,0,N,-37.886263,145.090319,0.0047173319789845305,0.012930160130484985,0.015756252124160618
4447,434960915,1 Thurloo Street,Chadstone,3148,690,Townhouse,4,3,1,0,N,-37.87818439,145.09365218,0.0060959754756788245,0.01439189275252189,0.0061466996835670374
4448,433432142,1/68 Waverley Road,Chadstone,3148,570,Unit,3,2,2,0,N,-37.88147753,145.09862525,0.006931945667444221,0.033754247352528986,0.03907398422910323
4449,435034479,1/6 Glenora Street,Chadstone,3148,570,House,3,2,1,0,N,-37.88006815,145.1075054,0.006593965375119302,0.010358366394756135,0.002204284774724907
4450,435033235,39 Grandview Road,Chadstone,3148,475,House,3,1,0,0,N,-37.874879,145.109725,0.003982142639334269,0.018311112473029943,0.01916951590415974
4452,435148151,286A Highbury Road,Mount Waverley,3149,980,House,4,3,2,0,N,-37.85707527,145.12576242,0.006839306470692756,0.005410461440584195,0.020449206170404778
4453,434942087,1/5 Tarella Drive,Mount Waverley,3149,750,Townhouse,5,3,2,0,N,-37.858206,145.129997,0.007541315535118472,0.012937797339585095,0.02559272709188485
4454,434836031,1 Bass Court,Mount Waverley,3149,575,House,4,3,2,0,N,-37.858909,145.136799,0.005144948007508993,0.029633007441022815,0.03564633178883769
4455,435042503,5/23 Lee Avenue,Mount Waverley,3149,425,Unit,2,1,1,0,N,-37.87396328,145.14537422,0.0016658001080571963,0.01244489172311902,0.021055459387055935
4456,435042495,185 Stephensons Road,Mount Waverley,3149,580,House,6,3,2,0,N,-37.868474,145.130192,0.00741382553072372,0.0037612057907030552,0.018588527886831185
4457,434873831,2/459 STEPHENSONS ROAD,Mount Waverley,3149,750,House,4,3,2,0,N,-37.890271,145.12607,0.0037488819757560752,0.016993125912221234,0.011813777806783774
4458,434935279,1/2 Hocking Court,Mount Waverley,3149,635,House,3,2,2,0,N,-37.88119685,145.1166111,0.0034313219027064736,0.005715803530577682,0.021478016900996846
4459,435139543,6/31 Portsmouth Street,Mount Waverley,3149,390,Unit,2,1,1,0,N,-37.87465538,145.13740354,0.0036525200202349064,0.00435715986602801,0.007407767349081487
4460,435137227,3/72 Talbot Road,Mount Waverley,3149,695,Townhouse,3,3,1,0,N,-37.890602,145.12422,0.002609518154764891,0.012196953923007124,0.01803858711208406
4461,434528571,2 Sunnyside Road,Mount Waverley,3149,450,House,3,1,0,0,N,-37.895668,145.118632,0.003964419192083802,0.007544429238223109,0.01159728874050711
4462,435135683,5/3 Keylana Boulevard,Mount Waverley,3149,550,Townhouse,3,2,3,0,N,-37.893011,145.137957,0.009923629275612335,0.016078746779517997,0.04184387049496623
4463,435135111,1/30 St Johns Wood Road,Mount Waverley,3149,470,Unit,2,1,3,0,N,-37.86844,145.122575,0.007557921672003652,0.005311933734533199,0.059005860725873514
4464,435033559,56 Virginia St,Mount Waverley,3149,600,House,4,2,2,0,N,-37.878149,145.125991,0.007929783414425103,0.010444724266324529,0.046779497913090724
4465,435033679,14 Carrol Grove,Mount Waverley,3149,500,House,3,1,2,0,N,-37.891998,145.108957,0.007114312372753459,0.004976096013669602,0.029030601484237438
4466,434927899,20 Heany Street,Mount Waverley,3149,480,House,3,1,4,0,N,-37.882203,145.118611,0.008154551428487134,0.004428991871743726,0.02460141436990522
4467,435032731,478 Highbury Road,Mount Waverley,3149,680,House,3,1,3,0,N,-37.859566,145.147593,0.005245839329304893,0.010377881521237461,0.030328122742253234
