,id,address,suburb,postcode,price,propertyType,bedrooms,bathrooms,parkingSpaces,studies,furnished,latitude,longitude,min_pri_distance,min_sec_distance,min_other_distance
23,435141391,2002/54 A'Beckett Street,Melbourne,3000,680,Apartment,2,1,0,0,N,-37.80884596,144.96167028,0.00648682367634681,0.004394858792733649,0.012915124087967531
26,435141259,2510/568 Collins Street,Melbourne,3000,540,Apartment,2,1,0,0,N,-37.81846898,144.95547106,0.0142811156991987,0.006313021132062106,0.009855417069477136
27,435141247,2504/36 La Trobe Street,Melbourne,3000,470,Apartment,2,1,0,0,N,-37.80825992,144.96763496,0.00699921601268063,0.004160852988535374,0.012886453476114449
28,435041079,3403/315-321 La Trobe Street,Melbourne,3000,550,Apartment,2,1,0,0,N,-37.81095284,144.95995055,0.013833745593882351,0.002612697142079956,0.005275980928345259
29,435041019,5008/500 Elizabeth Street,Melbourne,3000,420,Apartment,1,1,0,0,N,-37.80723593,144.96022013,0.012020198929494602,0.006587197667036538,0.005593672452368453
30,435141031,215/233-239 Collins Street,Melbourne,3000,530,Apartment,2,1,0,0,Y,-37.81588896,144.96598389,0.01276732492554004,0.00371839139338379,0.0019506024080829026
32,435140187,unit 1701/141-149 La Trobe Street,Melbourne,3000,500,Apartment,1,1,0,0,N,-37.80874709,144.96747579,0.007057156961454126,0.0029619156602771896,0.014355687304286121
33,435140119,2912/350 William Street,Melbourne,3000,400,Apartment,1,1,0,0,N,-37.81127391,144.95647291,0.015155284370293296,0.0016384432075071192,0.0026185098327491533
34,435139891,2511/155 Franklin Street,Melbourne,3000,620,Apartment,2,1,0,0,Y,-37.80866473,144.95947354,0.010456148695688155,0.00829055324729604,0.008678388142141353
35,430603630,1711/668 Bourke Street,Melbourne,3000,845,Apartment,3,2,2,0,N,-37.8166019,144.95420038,0.00884178017018324,0.009290761442300753,0.007524206468309349
36,435139711,2913/350 William Street,Melbourne,3000,500,Apartment,2,2,0,0,N,-37.81127391,144.95647291,0.012854853640121233,0.006299703430228542,0.0026935766387518943
37,435039035,8/287-293 Exhibition Street,Melbourne,3000,420,Apartment,1,1,0,0,Y,-37.80908145,144.96890819,0.011058104438105641,0.005677124709214204,0.0020449751499669174
38,435038995,5111/560 Lonsdale Street,Melbourne,3000,500,Apartment,1,1,0,0,N,-37.81396911,144.95565289,0.0142811156991987,0.006313021132062106,0.009855417069477136
39,435138955,2008/228 La Trobe Street,Melbourne,3000,600,Apartment,1,1,1,0,N,-37.80977208,144.96246014,0.009216007839201058,0.007823209270638048,0.003981116136485371
40,435095387,2905/483 Swanston Street,Melbourne,3000,530,Apartment,2,1,0,0,N,-37.80721793,144.96233577,0.01096937788739038,0.007671250200320772,0.007095525127553067
41,435138407,1603/464 Collins Street,Melbourne,3000,525,Apartment,1,1,0,0,N,-37.81756745,144.95863992,0.010639339950477394,0.007448495632142045,0.005523048377640108
42,435038083,3604/568 Collins Street,Melbourne,3000,550,Apartment,2,2,1,0,N,-37.81846898,144.95547106,0.012605605740636629,0.007909866426708156,0.0076315087032693355
43,435038011,0203/233 Collins St,Melbourne,3000,520,Apartment,2,1,0,0,N,-37.81588896,144.96598389,0.012020198929494602,0.006587197667036538,0.005593672452368453
44,435036739,34/546 Flinders Street,Melbourne,3000,260,Studio,0,1,0,0,N,-37.82052111,144.95614301,0.010803595911176673,0.007776342290017947,0.00646241049542009
45,435136891,1709/80 A'Beckett Street,Melbourne,3000,500,Apartment,1,1,0,0,N,-37.80903594,144.96105282,0.0142811156991987,0.006313021132062106,0.009855417069477136
46,428199682,6302/500 Elizabeth Street,Melbourne,3000,565,Apartment,2,1,0,0,N,-37.80723593,144.96022013,0.012849706968071641,0.00301119663342812,0.0032209831985302246
47,435136071,1111/250 Elizabeth Street,Melbourne,3000,400,Apartment,1,1,0,0,N,-37.81267859,144.96273251,0.01070002102801682,0.006771245823325921,0.009388883320187873
48,435136047,3208/120 A'Beckett Street,Melbourne,3000,650,Apartment,2,2,1,0,N,-37.80866473,144.95947354,0.010639339950477394,0.007448495632142045,0.005523048377640108
49,431098050,4304/442 Elizabeth Street,Melbourne,3000,600,Apartment,2,1,0,0,N,-37.80834504,144.9607299,0.01375225659011462,0.00511888742991277,0.006164882247058324
50,435035575,409/233 Collins Street,Melbourne,3000,485,Apartment,2,1,0,0,N,-37.81588896,144.96598389,0.01361183860470013,0.0015731772309812066,0.002981203381202775
51,435135443,2018/220 Spencer Street,Melbourne,3000,450,Apartment,2,1,0,0,N,-37.81558374,144.95307424,0.013400036227092772,0.005328151263563472,0.006622147241440561
52,424235254,9/5-7 Drewery Lane,Melbourne,3000,650,Apartment,2,2,1,0,N,-37.811101,144.963803,0.010639339950477394,0.007448495632142045,0.005523048377640108
54,435135023,1709/500 Elizabeth Street,Melbourne,3000,410,Apartment,1,1,0,0,N,-37.80723593,144.96022013,0.013727493989564398,0.00466378559043736,0.005886327890408723
55,435134927,1704/318 Queen Street,Melbourne,3000,775,Apartment,2,2,0,0,N,-37.81121545,144.95925724,0.01107227269770694,0.007642922823910313,0.007410440870286356
56,435134479,1306/618 Lonsdale Street,Melbourne,3000,515,Apartment,2,1,0,0,N,-37.81442001,144.954054,0.012023906942562555,0.002357230231305413,0.004340323532117916
57,435134143,504/350 La Trobe Street,Melbourne,3000,395,Apartment,2,1,0,0,N,-37.81070368,144.95927893,0.012023906942562555,0.002357230231305413,0.004340323532117916
58,435134067,3610/500 Elizabeth Street,Melbourne,3000,580,Apartment,2,2,0,0,N,-37.80723593,144.96022013,0.008028608536888405,0.00122923197102407,0.013855724154241982
59,434928403,4402/618 Lonsdale Street,Melbourne,3000,670,Apartment,2,2,1,0,N,-37.81442001,144.954054,0.012913736399931397,0.004258518851302254,0.01247028264343086
60,434928395,703/181 ABeckett Street,Melbourne,3000,370,Studio,1,1,0,0,Y,-37.81017856,144.9582146,0.009754794346402956,0.008248777724043562,0.006232803441500764
61,434927695,4205/81 A'Beckett St,Melbourne,3000,560,Apartment,1,1,0,0,Y,-37.80937409,144.96120621,0.005904560521718402,0.005145303388002087,0.012460828566129019
62,435133003,1506B/639 Little Lonsdale Street,Melbourne,3000,520,Apartment,1,1,0,0,N,-37.81422603,144.95247795,0.011058104438105641,0.005677124709214204,0.0020449751499669174
63,435132995,2707B/639 Little Lonsdale Street,Melbourne,3000,520,Apartment,1,1,0,0,N,-37.81422603,144.95247795,0.008671506555374409,0.0045333011511791204,0.011995352025836856
64,435132983,1215/39 Lonsdale Street,Melbourne,3000,420,Apartment,2,1,0,0,N,-37.80991935,144.97110119,0.012754183672301357,0.0013576117805083126,0.00410358986091395
65,434625295,4203/35 Spring Street,Melbourne,3000,4500,Apartment,3,2,4,0,N,-37.81416687,144.9740539,0.015155284370293296,0.0016384432075071192,0.0026185098327491533
66,435132563,1007/27 Therry Street,Melbourne,3000,525,Apartment,2,1,0,0,N,-37.80694309,144.96107118,0.013806109005885355,0.0025844629001136703,0.0023375186591960556
67,435132443,3208/9-23 Mackenzie Street,Melbourne,3000,750,Apartment,2,2,1,0,N,-37.80753655,144.96732789,0.008184666328696655,0.008648952983571555,0.004937446173081038
69,434732451,6205/568 Collins Street,Melbourne,3000,550,Apartment,2,1,0,0,N,-37.81846898,144.95547106,0.01107227269770694,0.007642922823910313,0.007410440870286356
70,412174187,2510/22-24 Jane Bell Lane,Melbourne,3000,570,Apartment,2,1,1,0,Y,-37.81009122722055,144.96626443522214,0.012301951278733559,0.0035231373893792064,0.012930110497005117
71,434731955,192/538 Little Lonsdale Street,Melbourne,3000,590,Apartment,2,1,1,0,N,-37.81361479,144.95327205,0.012977193913873288,0.0024583126892387818,0.003193469316918792
72,435130467,4901/560 Lonsdale Street,Melbourne,3000,500,Apartment,1,1,0,0,N,-37.81396911,144.95565289,0.013053942294894347,0.0036328347937175554,0.0029916099408966593
73,435029855,2901/11 Rose Lane,Melbourne,3000,575,Apartment,2,1,1,0,Y,-37.81545214,144.95408105,0.0142811156991987,0.006313021132062106,0.009855417069477136
74,435130115,1106/555 Flinders Street,Melbourne,3000,370,Apartment,1,1,0,0,N,-37.82145164,144.95564585,0.012362770112169713,0.00399932694917743,0.004620875333341618
75,431049234,2602/560 Flinders Street,Melbourne,3000,650,Apartment,2,1,0,0,Y,-37.82062941,144.95576947,0.014631795552463535,0.008033339497920554,0.006345081692837202
76,435130011,2206/75-89 A'beckett Street,Melbourne,3000,700,Apartment,2,1,0,0,N,-37.80937409,144.96120621,0.012854853640121233,0.006299703430228542,0.0026935766387518943
77,435029267,2.01/15 Collins Street,Melbourne,3000,695,Apartment,2,2,1,0,N,-37.81375319,144.97330122,0.014114852906922052,0.00886123953993199,0.0057475229085197765
78,435129495,4405/639 Lonsdale Street,Melbourne,3000,580,Apartment,2,1,0,0,Y,-37.81508266,144.95330845,0.01096937788739038,0.007671250200320772,0.007095525127553067
79,435129487,2901/200 Spencer Street,Melbourne,3000,500,Apartment,2,1,1,0,N,-37.81630028,144.95316801,0.009150321858806801,0.0078314179124642,0.004017021025544491
80,435129423,1002/233 Collins St,Melbourne,3000,450,Apartment,1,1,0,0,Y,-37.81588896,144.96598389,0.007666133034733641,0.009695836359292368,0.007719919954632977
81,435128787,503/243 Franklin Street,Melbourne,3000,350,Apartment,1,1,0,0,Y,-37.8095502,144.95662008,0.0142811156991987,0.006313021132062106,0.009855417069477136
82,435128283,211B/399 Bourke Street,Melbourne,3000,350,Apartment,1,1,0,0,N,-37.81474565,144.96223608,0.013448456128361175,0.005141892106617567,0.006141923919747917
83,435127883,5401/464 Collins Street,Melbourne,3000,2500,Apartment,3,3,2,0,N,-37.81756745,144.95863992,0.012789156459027277,0.006584338321565656,0.006919978203203845
84,435127631,405/39 Queen Street,Melbourne,3000,450,Apartment,1,1,0,1,N,-37.817888,144.96173721,0.012977193913873288,0.0024583126892387818,0.003193469316918792
85,435127563,2906/80 Abeckett Street,Melbourne,3000,500,Apartment,2,1,0,0,N,-37.80903594,144.96105282,0.015155284370293296,0.0016384432075071192,0.0026185098327491533
86,435127239,1702/8 Downie Street,Melbourne,3000,360,Apartment,1,1,0,0,N,-37.82055509,144.95602546,0.01096937788739038,0.007671250200320772,0.007095525127553067
87,435126339,1108/551-555 Swanston Street,Melbourne,3000,575,Apartment,2,2,1,0,Y,-37.8057399,144.96279031,0.012250049114563982,0.006449782888497852,0.005038466841079057
88,435126167,1016/233 Collins St,Melbourne,3000,460,Apartment,2,1,0,0,N,-37.81588896,144.96598389,0.012637662331164269,0.006761244130791683,0.007072557231729613
89,425111542,2513/157 A'beckett Street,Melbourne,3000,800,Apartment,2,2,0,0,N,-37.81012056,144.95875235,0.0036021846076655065,0.0036021846076655065,0.004282908841881846
90,435125487,2302/5 Sutherland Street,Melbourne,3000,430,Apartment,1,1,0,0,Y,-37.81145799,144.96084673,0.011058104438105641,0.005677124709214204,0.0020449751499669174
91,435024515,504/639 Lonsdale Street,Melbourne,3000,550,Apartment,2,1,0,0,N,-37.81508266,144.95330845,0.01147101802164145,0.0024649286912409273,0.013282036735860349
92,435024503,5605/560 Lonsdale Street,Melbourne,3000,800,Apartment,2,2,1,0,N,-37.81396911,144.95565289,0.00884178017018324,0.009290761442300753,0.007524206468309349
93,435024407,2402/80 A'beckett Street,Melbourne,3000,530,Apartment,2,1,0,0,N,-37.80903594,144.96105282,0.014200458704839828,0.004652723699938165,0.014975511978816245
94,435124987,625/118 Franklin Street,Melbourne,3000,530,Apartment,3,2,0,0,N,-37.80835728,144.95900848,0.008953347727126639,0.0016215987552089276,0.014028511821393577
95,435124727,3601/8 Sutherland Street,Melbourne,3000,720,Apartment,3,2,0,0,Y,-37.81140829,144.96101689,0.005898876326401537,0.003790557467461162,0.013590761064573744
96,435022863,1501/568 St Kilda Road,Melbourne,3000,430,Apartment,1,1,1,0,N,-37.84702394,144.97902329,0.012917583539306875,0.00671806006927183,0.0068093959566400105
97,435123279,6207/568 Collins Street,Melbourne,3000,450,Apartment,1,1,0,0,N,-37.81846898,144.95547106,0.008744609425834817,0.004558648704422539,0.011923947098613856
98,435123211,1206/118 Russell Street,Melbourne,3000,550,Apartment,2,1,0,0,N,-37.81351305,144.96908252,0.01107227269770694,0.007642922823910313,0.007410440870286356
99,435122575,2803/483 Swanston Street,Melbourne,3000,600,Apartment,2,1,0,0,Y,-37.80721793,144.96233577,0.012276007894621466,0.0024958283252069806,0.0039524551900015775
100,435122415,201/108 Flinders Street,Melbourne,3000,400,Apartment,2,1,0,0,N,-37.81615882,144.97112066,0.014304594459741684,0.003728185223082442,0.005606237192415086
101,435122143,709/11 Cohen Place,Melbourne,3000,450,Apartment,1,1,0,0,N,-37.8109907,144.96903427,0.015151536984738903,0.003218961478486476,0.0021364299660837265
102,435122115,1605/12  Queen Rd,Melbourne,3000,759,Apartment,2,2,1,0,N,-37.83878871,144.9743025,0.01071737636583827,0.007864542896260167,0.0060480535519155595
103,435121351,4107/371 Little Lonsdale Street,Melbourne,3000,650,Apartment,2,1,0,0,N,-37.81181276,144.96105113,0.012362770112169713,0.00399932694917743,0.004620875333341618
104,434927035,1214/22-24 Jane Bell Lane,Melbourne,3000,530,Apartment,2,1,0,0,N,-37.8101513,144.96621802,0.012244585920891239,0.006781796736383005,0.007493538041110403
105,435120759,3405/81 A'beckett Street,Melbourne,3000,600,Apartment,2,1,0,0,N,-37.80937409,144.96120621,0.012023906942562555,0.002357230231305413,0.004340323532117916
106,435120255,1014/260 Spencer Street,Melbourne,3000,490,Apartment,1,1,0,0,N,-37.81466833,144.9526688,0.008790108671870267,0.002435134054480978,0.013419680751170638
107,435119931,309/402-408 La Trobe Street,Melbourne,3000,450,Apartment,2,1,0,0,N,-37.8111586,144.95772176,0.012917583539306875,0.00671806006927183,0.0068093959566400105
108,423938838,1610/199 William Street,Melbourne,3000,600,Apartment,2,2,0,0,Y,-37.814638,144.957123,0.012023906942562555,0.002357230231305413,0.004340323532117916
109,435119611,3705/462 Elizabeth Street,Melbourne,3000,725,Apartment,2,2,0,0,Y,-37.80787113,144.9605113,0.013935991370454183,0.005989447693814414,0.005798358808912429
110,435119559,1203/243 Franklin Street,Melbourne,3000,380,Apartment,1,1,0,0,Y,-37.8095502,144.95662008,0.012023906942562555,0.002357230231305413,0.004340323532117916
111,431407982,3106/285 La Trobe Street,Melbourne,3000,670,Apartment,2,2,0,0,N,-37.81069224,144.96083581,0.015155284370293296,0.0016384432075071192,0.0026185098327491533
112,435118351,806B/639 Little Lonsdale Street,Melbourne,3000,550,Apartment,1,1,0,0,N,-37.81422603,144.95247795,0.015212770378082299,0.007745968317537004,0.005832430503331332
113,435117999,828/139 Lonsdale Street,Melbourne,3000,450,Apartment,2,1,0,0,N,-37.81075027,144.96825648,0.013816099159910823,0.0021368871745807237,0.0024984209006882873
114,435117795,3403/371 Little Lonsdale Street,Melbourne,3000,650,Apartment,2,2,0,0,N,-37.81181276,144.96105113,0.013935991370454183,0.005989447693814414,0.005798358808912429
115,435117695,2007B/639 Little Lonsdale Street,Melbourne,3000,460,Apartment,1,1,0,0,N,-37.81422603,144.95247795,0.011525568151632644,0.002575124893620556,0.004940365109770537
116,435117579,306/408 Lonsdale Street,Melbourne,3000,350,Apartment,1,1,0,0,Y,-37.81259809,144.96040233,0.016181800594057928,0.007929149315390632,0.009576086020179751
117,435117471,914B/639 Little Lonsdale Street,Melbourne,3000,700,Apartment,2,2,0,0,N,-37.81422603,144.95247795,0.0077893551160912065,0.00435321128876746,0.012424541678624328
118,435117387,4313/560 Lonsdale Street,Melbourne,3000,900,Apartment,3,2,1,0,N,-37.81396911,144.95565289,0.01361183860470013,0.0015731772309812066,0.002981203381202775
119,435117243,604/20-22 McKillop Street,Melbourne,3000,540,Apartment,2,1,0,0,N,-37.81517649,144.96182081,0.012605605740636629,0.007909866426708156,0.0076315087032693355
120,435117111,2804/38 Rose Lane,Melbourne,3000,580,Apartment,2,1,0,0,Y,-37.81501255,144.95417288,0.008622327667080801,0.008311029635274829,0.004535202861886543
121,435116795,811/408 Lonsdale Street,Melbourne,3000,400,Apartment,1,1,0,0,Y,-37.81259809,144.96040233,0.010310036517884338,0.007886201430349113,0.003847101896231347
122,430343262,2206/288 Spencer Street,Melbourne,3000,440,Apartment,1,1,0,0,N,-37.81382683,144.95202133,0.012605605740636629,0.007909866426708156,0.0076315087032693355
123,435116239,1313/268 Flinders Street,Melbourne,3000,350,Apartment,2,1,0,0,N,-37.81776407,144.96564753,0.0077893551160912065,0.00435321128876746,0.012424541678624328
124,435115847,2803/318 Russell Street,Melbourne,3000,720,Apartment,2,2,0,0,N,-37.80935157,144.96679686,0.013806109005885355,0.0025844629001136703,0.0023375186591960556
125,435115087,1011/618 Lonsdale Street,Melbourne,3000,600,Apartment,2,2,1,0,N,-37.81442001,144.954054,0.01317581567436104,0.007950862008927102,0.0070951111256194275
126,434924363,2514/250 Elizabeth Street,Melbourne,3000,800,Apartment,2,1,2,0,N,-37.81267859,144.96273251,0.01375225659011462,0.00511888742991277,0.006164882247058324
127,434923923,909/565 Flinders Street,Melbourne,3000,550,House,2,2,1,0,N,-37.82106828,144.95589951,0.010639339950477394,0.007448495632142045,0.005523048377640108
128,415254047,711/500 Flinders Street,Melbourne,3000,250,Apartment,1,1,0,0,N,-37.819997,144.957838,0.00648682367634681,0.004394858792733649,0.012915124087967531
129,434923211,1913/250 Elizabeth Street,Melbourne,3000,420,Apartment,1,1,0,0,N,-37.81267859,144.96273251,0.012977193913873288,0.0024583126892387818,0.003193469316918792
130,434922703,4203/318 Rusell Street,Melbourne,3000,650,Apartment,2,1,0,0,N,-37.80935157,144.96679686,0.0077893551160912065,0.00435321128876746,0.012424541678624328
131,434708975,3408/33 rose Lane,Melbourne,3000,550,Apartment,2,1,0,0,N,-37.81545214,144.95408105,0.003776360814325112,0.003776360814325112,0.0034368620862818442
132,435114495,1109/225 Elizabeth Street,Melbourne,3000,550,Apartment,2,1,0,0,N,-37.81312188,144.96236748,0.010456148695688155,0.00829055324729604,0.008678388142141353
133,434817403,3402/318 Queens Street,Melbourne,3000,650,Apartment,2,1,0,0,N,-37.81121545,144.95925724,0.013238025305916553,0.002643980710971489,0.002879221075224422
134,431617130,2612/500 Elizabeth Street,Melbourne,3000,580,Apartment,2,1,0,0,Y,-37.80723593,144.96022013,0.013806109005885355,0.0025844629001136703,0.0023375186591960556
135,434816271,901/36 La Trobe,Melbourne,3000,460,Apartment,1,1,0,0,N,-37.80825992,144.96763496,0.013806109005885355,0.0025844629001136703,0.0023375186591960556
136,435021635,3709/639 Lonsdale Street,Melbourne,3000,680,Apartment,2,1,1,0,Y,-37.81508266,144.95330845,0.010639339950477394,0.007448495632142045,0.005523048377640108
137,435021211,3502/318 Russell Street,Melbourne,3000,800,Apartment,2,2,0,0,N,-37.80935157,144.96679686,0.011058104438105641,0.005677124709214204,0.0020449751499669174
138,424955974,202/70 Queens Road,Melbourne,3000,440,Apartment,1,1,1,0,Y,-37.851156,144.979165,0.011058104438105641,0.005677124709214204,0.0020449751499669174
139,426605246,4210/228 La Trobe Street,Melbourne,3000,580,Apartment,1,1,0,0,Y,-37.80977208,144.96246014,0.008622327667080801,0.008311029635274829,0.004535202861886543
140,426133242,2313/220 Spencer Street,Melbourne,3000,675,Apartment,2,2,1,0,N,-37.815375,144.953517,0.013806109005885355,0.0025844629001136703,0.0023375186591960556
141,434916191,2607R/33 Rose Lane,Melbourne,3000,950,Apartment,3,2,1,0,N,-37.81545214,144.95408105,0.002310214314925126,0.002310214314925126,0.002352600174487125
142,435017215,4308/33 Rose Lane,Melbourne,3000,580,Apartment,2,1,0,0,Y,-37.81545214,144.95408105,0.014200458704839828,0.004652723699938165,0.014975511978816245
143,435016971,2209/500 Elizabeth Street,Melbourne,3000,420,Apartment,1,1,0,0,N,-37.80723593,144.96022013,0.0012274904016251107,0.0012274904016251107,0.0021474578194038596
144,435016803,1609/568 Collins St,Melbourne,3000,450,Apartment,1,1,0,0,N,-37.81846898,144.95547106,0.011525568151632644,0.002575124893620556,0.004940365109770537
145,435016179,5207/568 Collins Street,Melbourne,3000,450,Apartment,1,1,0,0,N,-37.81846898,144.95547106,0.012591337101363582,0.003836723862881564,0.004857490092625897
146,435016095,204/565 Flinders Street,Melbourne,3000,495,Apartment,2,1,0,0,N,-37.82106828,144.95589951,0.013218743987944256,0.005686457281865281,0.0066238129667480945
149,435015103,3410/33 Rose Lane,Melbourne,3000,550,Apartment,2,1,0,0,N,-37.81545214,144.95408105,0.009754794346402956,0.008248777724043562,0.006232803441500764
150,435014543,305/594 St Kilda Road,Melbourne,3000,630,Apartment,2,2,1,0,N,-37.84960391,144.97996327,0.011915987650865807,0.004610301562338254,0.0026588677845547255
151,435014495,803/108 Flinders Street,Melbourne,3000,699,Apartment,2,2,1,0,N,-37.81615882,144.97112066,0.008184666328696655,0.008648952983571555,0.004937446173081038
152,434697087,1316/555-557 St Kilda Road,Melbourne,3000,560,Apartment,2,2,1,0,N,-37.84777835,144.98150694,0.012020198929494602,0.006587197667036538,0.005593672452368453
153,435113563,2804/288 Spencer Street,Melbourne,3000,360,Apartment,1,1,0,0,N,-37.81382683,144.95202133,0.012362770112169713,0.00399932694917743,0.004620875333341618
154,415009031,811/243 Franklin Street,Melbourne,3000,520,Apartment,2,1,0,0,Y,-37.809783,144.956671,0.012362770112169713,0.00399932694917743,0.004620875333341618
155,435011419,3302/327 La Trobe Street,Melbourne,3000,570,Apartment,2,1,0,0,N,-37.81100196,144.95978387,0.012362770112169713,0.00399932694917743,0.004620875333341618
156,419637930,1216/199 William Street,Melbourne,3000,500,Apartment,1,1,0,0,N,-37.814591,144.957305,0.012362770112169713,0.00399932694917743,0.004620875333341618
157,435012739,1609/31 ABeckett Street,Melbourne,3000,550,Apartment,2,1,1,0,N,-37.80891993,144.96260613,0.011058104438105641,0.005677124709214204,0.0020449751499669174
158,435011867,2102/25 Therry Street,Melbourne,3000,480,Apartment,1,1,0,0,Y,-37.80694309,144.96107118,0.012020198929494602,0.006587197667036538,0.005593672452368453
159,435012447,5607/134 Spencer Street,Melbourne,3000,740,Apartment,2,2,0,0,N,-37.81743491,144.95364626,0.014351058018499023,0.00391552885956379,0.005710528543840485
160,435012199,915/555 Flinders Street,Melbourne,3000,775,Apartment,2,2,1,0,N,-37.82145164,144.95564585,0.00884178017018324,0.009290761442300753,0.007524206468309349
161,429737054,2008/155 Franklin Street,Melbourne,3000,430,Apartment,1,1,1,0,N,-37.80866473,144.95947354,0.01062468002494883,0.006674177749536571,0.00948528178983499
162,434908267,307/243 Franklin Street,Melbourne,3000,420,Apartment,1,1,0,0,N,-37.8095502,144.95662008,0.008622327667080801,0.008311029635274829,0.004535202861886543
163,434908251,609/243 Franklin Street,Melbourne,3000,350,Apartment,1,1,0,0,N,-37.8095502,144.95662008,0.011915987650865807,0.004610301562338254,0.0026588677845547255
164,435112599,402/243 Franklin Street,Melbourne,3000,345,Apartment,1,1,0,0,N,-37.8095502,144.95662008,0.012527019916983921,0.006106809969197463,0.006608714549724663
165,435112535,303/263 Franklin Street,Melbourne,3000,550,Apartment,2,1,0,0,N,-37.8095502,144.95662008,0.006236686130123643,0.00536598137209549,0.012002155834918126
166,435112379,1404/568 Collins Street,Melbourne,3000,580,Apartment,2,1,0,0,N,-37.81846898,144.95547106,0.013321005367500435,0.003258790880212154,0.0026548190900679107
167,435112375,1307/155 Franklin Street,Melbourne,3000,580,Apartment,2,1,0,0,N,-37.80866473,144.95947354,0.00925291787348073,0.009221187872153013,0.007250140686442187
168,435111235,31/398 La Trobe Street,Melbourne,3000,450,Apartment,1,1,1,0,N,-37.811106,144.9579055,0.013816099159910823,0.0021368871745807237,0.0024984209006882873
169,435111023,1002/483 Swanston Street,Melbourne,3000,580,Apartment,2,1,1,0,N,-37.80721793,144.96233577,0.01375225659011462,0.00511888742991277,0.006164882247058324
170,435110851,7/7 Drewery Lane,Melbourne,3000,680,Apartment,2,2,1,0,N,-37.81107415,144.9639021,0.010639339950477394,0.007448495632142045,0.005523048377640108
